fechas,idHoras,EC_Abrera,EC_suriaDesf,QBaells_Desf,QBalsanery_Desf,QBerga_Desf,QCardona_Desf,QSuria_Desf,Prep_Desf
43459.4167,72718,1513.6300,1480.6200,2.1800,3.8890,3.3450,6.0910,5.2340,0.0000
43459.4583,72719,1506.8300,1487.3500,2.1800,3.9160,3.3330,6.0940,5.1760,0.0000
43459.5000,72720,1512.8600,1490.6000,2.0130,3.9600,3.4990,6.0940,5.1320,0.0000
43459.5417,72721,1505.4500,1494.3600,1.7680,3.9010,3.3830,6.0590,5.1340,0.0000
43459.5833,72722,1497.8300,1497.3200,1.7650,3.9340,3.3420,6.0840,4.7840,0.0000
43459.6250,72723,1509.1400,1501.7000,1.7640,3.9720,3.3500,6.4360,4.6860,0.0000
43459.6667,72724,1507.0000,1504.4100,1.7650,3.9610,3.3780,6.0990,5.0790,0.0000
43459.7083,72725,1508.4000,1507.1700,1.7610,3.9520,3.3410,6.0940,5.1550,0.0000
43459.7500,72726,1513.2000,1511.5900,1.7640,3.9460,3.3580,6.0940,5.0950,0.0000
43459.7917,72727,1506.6100,1515.6200,1.7610,3.9430,3.3320,6.0350,5.1000,0.0000
43459.8333,72728,1507.8000,1518.5700,1.7640,3.9580,4.3440,6.0050,5.0860,0.0000
43459.8750,72729,1510.6000,1521.0900,1.7630,3.9670,3.8450,6.0050,5.1120,0.0000
43459.9167,72730,1513.1500,1525.4600,1.7630,4.0300,3.0210,5.9920,5.0300,0.0000
43460.0000,72732,1521.9100,1530.6100,1.7610,3.9680,3.2070,6.0030,5.7270,0.0000
43460.0417,72733,1524.0000,1533.1600,1.7580,3.9430,3.3890,5.9650,5.1860,0.0000
43460.0833,72734,1527.1900,1536.8900,1.7640,3.9660,3.3460,5.9900,5.0810,0.0000
43460.1250,72735,1535.2000,1541.8700,1.7600,3.9510,3.3230,5.9530,4.9950,0.0000
43460.1667,72736,1529.4600,1544.6500,1.7560,3.9380,3.2920,5.9730,4.9520,0.0000
43460.2083,72737,1530.7600,1546.0900,1.7580,3.8650,3.2110,5.9520,4.8080,0.0000
43460.2500,72738,1526.0000,1546.1300,1.7610,3.9060,3.2180,5.9790,5.0690,0.0000
43460.2917,72739,1520.2000,1546.2800,1.7590,3.9470,3.3240,5.9130,5.0550,0.0000
43460.3333,72740,1518.7800,1549.0000,1.7610,3.8990,3.3050,5.2540,4.6870,0.0000
43460.3750,72741,1513.1700,1550.0000,1.7600,3.9130,3.1330,6.1110,5.0660,0.0000
43460.4167,72742,1510.8400,1548.9000,1.7630,3.8740,2.8850,5.9170,5.0520,0.0000
43460.4583,72743,1498.3500,1554.8800,1.7620,3.9030,2.8150,5.9090,5.0250,0.0000
43460.5000,72744,1497.4200,1558.8900,1.7630,3.9330,3.0840,5.9110,4.9350,0.0000
43460.5417,72745,1496.4500,1557.1000,1.7630,3.9440,3.1450,5.9150,4.9350,0.0000
43460.5833,72746,1496.7500,1560.8100,1.7650,3.9600,3.0710,5.9850,5.0390,0.0000
43460.6250,72747,1498.8600,1563.2800,1.7620,3.9750,3.0040,5.9120,4.3840,0.0000
43460.7083,72749,1505.2000,1567.0700,1.7650,3.9380,2.9910,6.2740,5.0850,0.0000
43460.7500,72750,1515.9600,1569.0400,1.7630,3.9160,2.9860,6.0020,4.9820,0.0000
43460.7917,72751,1515.8400,1571.9000,1.7610,3.9780,2.9580,5.9120,4.9290,0.0000
43460.8333,72752,1520.0700,1571.9800,1.7600,3.9950,3.0330,5.9120,4.8600,0.0000
43460.8750,72753,1521.5300,1573.2800,1.7630,3.9920,2.9940,5.9100,4.9730,0.0000
43460.9167,72754,1520.9500,1574.9600,1.7640,4.0070,3.0080,5.9110,4.8990,0.0000
43460.9583,72755,1521.5000,1575.9200,1.7650,3.9680,2.9130,5.9110,4.8560,0.0000
43461.0000,72756,1524.0400,1578.7300,1.7640,3.9730,2.7640,5.9090,5.7080,0.0000
43461.0417,72757,1536.8300,1580.6100,1.7610,3.9900,2.8450,5.9100,5.1110,0.0000
43461.0833,72758,1533.4200,1583.3000,1.7600,3.9620,2.6350,5.9090,4.7690,0.0000
43461.1250,72759,1536.7100,1585.8000,1.7590,3.9840,2.9510,5.9110,4.8260,0.0000
43461.1667,72760,1534.5500,1586.5400,1.7600,3.9340,3.0440,5.9070,4.8170,0.0000
43461.2083,72761,1539.8800,1587.3100,1.7620,3.9300,2.9860,5.9110,4.9510,0.0000
43461.2500,72762,1544.8600,1587.3100,1.7630,3.9150,3.0030,5.8970,4.7420,0.0000
43461.2917,72763,1544.3500,1588.4100,1.7650,3.9330,3.0070,4.9090,4.7540,0.0000
43461.3333,72764,1535.5900,1588.1400,1.7610,3.9360,2.9360,5.9980,5.0600,0.0000
43461.3750,72765,1537.4200,1589.2100,1.7600,3.9230,2.9830,5.8230,4.7540,0.0000
43461.4167,72766,1540.4500,1587.9400,1.7650,3.9300,2.9830,5.7930,4.7960,0.0000
43461.4583,72767,1539.1200,1589.7000,1.7670,3.9330,3.0800,5.8230,4.8090,0.0000
43461.5000,72768,1542.8000,1589.6900,1.7680,3.9150,3.0520,5.8230,4.8070,0.0000
43461.5417,72769,1530.0400,1590.1400,1.7650,3.9290,3.0180,5.8230,4.7960,0.0000
43461.5833,72770,1536.0000,1590.3700,1.7690,3.9270,2.7510,5.8250,4.8260,0.0000
43461.6250,72771,1536.2100,1592.0400,1.7650,3.9450,2.8930,5.8270,4.3710,0.0000
43461.6667,72772,1531.7900,1593.2400,1.7660,3.9320,3.0210,5.8230,4.7750,0.0000
43461.7083,72773,1534.8300,1593.4300,1.7640,3.9490,3.1030,5.8840,4.9750,0.0000
43461.7500,72774,1535.5800,1592.6000,1.7650,3.9210,3.0180,5.8960,4.6370,0.0000
43461.7917,72775,1540.6800,1592.1900,1.7650,3.9410,2.8530,6.2330,4.8970,0.0000
43461.8333,72776,1540.4000,1592.1900,1.7640,3.9530,2.7440,5.9090,4.8570,0.0000
43461.8750,72777,1550.8000,1592.4900,1.7650,3.9610,2.9490,5.8950,4.8600,0.0000
43461.9167,72778,1550.5400,1593.2700,1.7660,3.9830,2.9400,5.8390,4.7770,0.0000
43461.9583,72779,1553.2900,1593.2500,1.7650,3.9850,2.9250,5.8230,4.7350,0.0000
43462.0417,72781,1552.3400,1595.9400,1.7650,3.9890,2.7780,5.8230,4.9440,0.0000
43462.1250,72783,1551.8100,1600.7800,1.7600,3.9100,3.0300,5.8250,4.7860,0.0000
43462.1667,72784,1558.6000,1601.4200,1.7610,3.9080,3.0780,4.9390,4.7540,0.0000
43462.2083,72785,1558.8600,1602.2900,1.7650,3.9160,3.0020,6.0900,5.5730,0.0000
43462.2917,72787,1568.4900,1610.2900,1.7630,3.9100,2.9160,5.9090,4.8190,0.0000
43462.3333,72788,1577.0000,1611.4700,1.7600,3.9000,3.0410,5.9110,4.8630,0.0000
43462.3750,72789,1575.7300,1611.5600,1.7660,3.9500,3.0200,5.9130,5.0750,0.0000
43462.4167,72790,1568.8000,1614.5800,1.7660,3.9390,2.9310,5.8760,4.6020,0.0000
43462.4583,72791,1574.1700,1617.9400,1.7640,3.9640,2.8270,5.8820,4.8910,0.0000
43462.5000,72792,1570.3300,1620.2900,1.7660,3.9280,2.8270,5.9140,4.5680,0.0000
43462.5417,72793,1571.7400,1623.2700,1.7650,3.9770,2.8350,5.9110,4.6040,0.0000
43462.5833,72794,1575.1900,1625.1200,1.7660,3.9060,2.8540,5.9190,4.8280,0.0000
43462.6250,72795,1564.2900,1627.5300,1.7640,3.9330,2.9570,5.9830,4.4040,0.0000
43462.6667,72796,1563.3800,1629.8600,1.7650,3.9200,2.9680,5.9130,4.4350,0.0000
43462.7083,72797,1564.8400,1631.8600,1.7610,3.9820,2.8780,5.9150,4.8090,0.0000
43462.7500,72798,1566.1200,1633.5900,1.7620,3.9530,2.9050,5.9000,4.6530,0.0000
43462.7917,72799,1560.7300,1634.6800,1.7640,3.9220,2.8970,6.3590,4.7780,0.0000
43462.8333,72800,1565.7900,1635.9400,1.7650,3.9640,2.9120,5.9850,4.7730,0.0000
43462.8750,72801,1561.0100,1637.6200,1.7640,3.9800,2.7100,5.9090,4.7440,0.0000
43462.9167,72802,1567.8700,1640.1000,1.7650,3.9650,2.0970,5.9130,4.6490,0.0000
43462.9583,72803,1564.4400,1641.7300,1.7630,4.0080,2.1080,5.9130,4.7650,0.0000
43463.0000,72804,1570.8000,1642.7800,1.7590,3.9880,2.6540,5.8390,5.5800,0.0000
43463.0417,72805,1565.8500,1644.3200,1.7620,4.0020,3.0000,5.8250,5.0780,0.0000
43463.0833,72806,1565.2000,1644.5300,1.7600,3.9700,2.9840,5.8260,4.5960,0.0000
43463.1250,72807,1568.3600,1646.2800,1.7600,3.4220,2.8860,5.0900,4.0220,0.0000
43463.1667,72808,1567.6000,1646.7300,1.7600,3.9450,2.9290,5.9980,5.1230,0.0000
43463.2083,72809,1565.7200,1645.9200,1.7630,3.9400,2.8520,5.9090,5.1250,0.0000
43463.2500,72810,1570.3900,1645.9300,1.7600,3.9050,2.9010,5.8750,4.8890,0.0000
43463.2917,72811,1576.2800,1646.7300,1.7630,3.9050,2.9130,5.8250,4.6650,0.0000
43463.3333,72812,1581.3500,1646.7100,1.7630,3.9170,2.9370,5.8230,4.7800,0.0000
43463.3750,72813,1579.1500,1648.4400,1.7650,3.9140,2.8410,5.8100,4.6930,0.0000
43463.4167,72814,1565.5000,1649.0400,1.7670,3.9220,3.1780,5.8080,4.6610,0.0000
43463.4583,72815,1571.8800,1649.6700,1.7660,3.9330,3.2450,5.8060,4.5530,0.0000
43463.5000,72816,1571.8600,1652.3000,1.7660,3.9100,2.7930,5.8230,4.9610,0.0000
43463.5417,72817,1572.4000,1655.1500,1.7650,3.9460,2.5600,5.8230,4.6290,0.0000
43463.5833,72818,1571.2000,1656.8800,1.7690,3.9290,2.7080,5.8230,4.7750,0.0000
43463.6250,72819,1574.9100,1658.7700,1.7640,3.9180,2.9350,5.8230,4.0940,0.0000
43463.6667,72820,1580.1900,1661.4200,1.7670,3.9560,2.8710,5.8270,4.0830,0.0000
43463.7083,72821,1579.3300,1662.9600,1.7640,3.9590,2.8530,5.8230,4.8050,0.0000
43463.7500,72822,1580.4000,1665.3000,1.7630,3.9640,2.8160,6.2130,4.7760,0.0000
43463.7917,72823,1576.5300,1667.5900,1.7620,3.9390,2.8580,5.8410,4.6670,0.0000
43463.8333,72824,1578.6000,1670.8200,1.7670,3.9930,2.8530,5.8250,4.7770,0.0000
43463.8750,72825,1579.4000,1672.1800,1.7670,3.9650,2.8270,5.8250,4.6750,0.0000
43463.9167,72826,1573.3500,1674.5100,1.7670,3.9840,2.8610,5.8230,4.6180,0.0000
43463.9583,72827,1570.6000,1675.9700,1.7630,3.9380,2.9130,5.8230,4.7680,0.0000
43464.0000,72828,1566.1700,1677.5600,1.7600,3.9790,3.1860,5.7390,5.2650,0.0000
43464.0417,72829,1565.2000,1679.2400,1.7590,3.9620,3.1050,5.8230,5.0390,0.0000
43464.0833,72830,1563.9200,1683.1200,1.7610,3.9840,2.8800,4.6790,4.4940,0.0000
43464.1250,72831,1570.1000,1686.4900,1.7610,3.9300,2.8460,5.9080,4.9310,0.0000
43464.1667,72832,1565.4000,1686.9000,1.7660,3.9460,2.8530,5.8250,4.6270,0.0000
43464.2083,72833,1558.5100,1689.5200,1.7630,3.9310,2.8080,5.8100,4.4410,0.0000
43464.2500,72834,1565.6000,1691.0900,1.7650,3.9440,2.4820,5.7500,4.8930,0.0000
43464.2917,72835,1567.2900,1694.2000,1.7610,3.9350,2.4580,5.7380,4.3950,0.0000
43464.3333,72836,1568.7700,1695.7800,1.7630,3.9140,2.6470,5.7380,4.8030,0.0000
43464.3750,72837,1568.2600,1698.2700,1.7640,3.9120,2.7240,5.7380,4.6300,0.0000
43464.4167,72838,1566.5600,1701.5600,1.7640,3.9480,2.6780,5.7380,4.5210,0.0000
43464.4583,72839,1560.5500,1704.2700,1.7670,3.9190,2.8430,5.7380,4.7040,0.0000
43464.5000,72840,1562.8100,1705.9700,1.7680,3.9770,2.8690,5.7360,4.3400,0.0000
43464.5417,72841,1562.2000,1707.8100,1.7700,3.9720,2.9720,5.7270,4.8170,0.0000
43464.5833,72842,1562.3700,1709.3800,1.7670,3.9550,3.0300,5.7270,4.4030,0.0000
43464.6250,72843,1555.0000,1711.3900,1.7660,3.9880,2.9840,5.7090,4.0870,0.0000
43464.6667,72844,1562.4800,1711.2500,1.7700,3.9340,2.6520,6.0880,4.0930,0.0000
43464.7083,72845,1561.1200,1712.7800,1.7680,3.9660,2.3380,5.8250,4.8730,0.0000
43464.7500,72846,1568.6300,1714.6500,1.7650,4.0020,2.4580,5.8210,4.4640,0.0000
43464.7917,72847,1568.6000,1716.4000,1.7610,4.0230,2.7530,5.8230,4.8640,0.0000
43464.8333,72848,1575.5900,1717.5000,1.7630,3.9750,2.7120,5.7700,4.4120,0.0000
43464.8750,72849,1575.2600,1719.0700,1.7660,3.9870,2.4720,5.7360,4.8210,0.0000
43464.9167,72850,1581.2200,1720.7800,1.7670,3.9990,1.9350,5.7340,4.9800,0.0000
43464.9583,72851,1581.6000,1722.6600,1.7690,4.0090,2.4200,5.7380,4.1170,0.0000
43465.0000,72852,1583.2200,1722.3200,1.7660,3.9880,2.7730,5.7380,5.5040,0.0000
43465.0417,72853,1588.1700,1725.1400,1.7610,3.9390,2.7710,5.7360,4.9030,0.0000
43465.0833,72854,1586.0000,1727.0300,1.7630,4.3530,2.8340,5.7360,4.5880,0.0000
43465.1250,72855,1586.6400,1730.6400,1.7640,3.9240,3.0180,5.7340,4.8240,0.0000
43465.1667,72856,1583.0000,1731.6200,1.7670,3.9260,3.0590,5.3120,4.3330,0.0000
43465.2083,72857,1591.4000,1733.2800,1.7630,3.9280,3.4290,6.0290,4.6350,0.0000
43465.2500,72858,1596.9000,1732.5100,1.7660,3.9360,3.1740,5.7380,4.6070,0.0000
43465.2917,72859,1595.8000,1732.9600,1.7650,3.9270,2.4480,5.7340,4.2600,0.0000
43465.3333,72860,1592.6800,1733.4700,1.7620,3.9240,2.2100,5.7170,4.7440,0.0000
43465.3750,72861,1598.6000,1734.0400,1.7620,3.9180,2.4520,5.6490,4.4640,0.0000
43465.4167,72862,1595.5200,1734.3800,1.7640,3.9780,2.7560,5.6450,4.3590,0.0000
43465.4583,72863,1594.4200,1736.0900,1.7670,3.9660,3.0300,5.6420,4.8820,0.0000
43465.5000,72864,1593.1500,1736.4000,1.7690,3.9630,3.1490,5.6480,4.3750,0.0000
43465.5417,72865,1590.5400,1739.2300,1.7670,3.9520,3.0950,5.6450,4.7030,0.0000
43465.5833,72866,1592.6100,1740.5800,1.7690,4.0000,2.9740,5.6510,4.5660,0.0000
43465.6250,72867,1593.0000,1742.0500,1.7670,4.0210,2.5160,4.9610,4.1620,0.0000
43465.6667,72868,1589.7200,1744.1100,1.7680,3.9830,2.3160,5.8210,3.9060,0.0000
43465.7083,72869,1593.7800,1744.2200,1.7650,3.9770,2.4610,5.7340,4.3480,0.0000
43465.7500,72870,1596.5700,1744.5000,1.7660,3.9770,2.5780,5.7300,4.6530,0.0000
43465.7917,72871,1596.2400,1744.7900,1.7630,3.9990,2.7050,5.6640,4.4120,0.0000
43465.8333,72872,1598.4000,1744.8300,1.7630,3.9900,2.7580,5.6590,4.6080,0.0000
43465.8750,72873,1603.9900,1744.8800,1.7670,4.0290,2.6680,5.6920,4.6020,0.0000
43465.9167,72874,1600.6800,1743.1900,1.7680,4.0180,2.7290,5.6480,4.4360,0.0000
43465.9583,72875,1597.3100,1740.4200,1.7710,3.9740,2.7370,5.6440,4.7170,0.0000
43466.0000,72876,1596.9800,1742.2300,1.7680,3.9890,2.8210,5.6610,5.8630,0.0000
43466.0417,72877,1599.9600,1742.6400,1.7650,3.9550,2.9160,5.6490,5.1820,0.0000
43466.0833,72878,1607.5800,1742.8500,1.7660,3.9720,2.8870,5.6510,4.4150,0.0000
43466.1250,72879,1610.1300,1746.8100,1.7590,3.9660,2.8860,5.6510,4.3460,0.0000
43466.1667,72880,1607.3200,1743.5800,1.7640,3.9540,2.8480,5.6510,4.7150,0.0000
43466.2083,72881,1618.2000,1741.7800,1.7620,3.9960,2.7860,5.6460,4.7400,0.0000
43466.2500,72882,1629.0700,1743.0400,1.7670,3.9290,2.6780,5.4020,4.1200,0.0000
43466.2917,72883,1628.1000,1740.7800,1.7620,3.6270,2.6040,5.5550,4.5380,0.0000
43466.3333,72884,1640.8000,1737.8300,1.7650,3.9340,2.4810,5.6510,4.3880,0.0000
43466.3750,72885,1641.0000,1737.6500,1.7650,3.9480,2.5960,5.6470,4.3040,0.0000
43466.4167,72886,1637.6500,1737.8000,1.7670,3.9440,2.7030,5.6310,4.9380,0.0000
43466.4583,72887,1636.7000,1737.8400,1.7690,3.8720,2.6930,5.6460,4.5350,0.0000
43466.5000,72888,1628.0000,1737.5600,1.7690,4.0080,2.7240,5.6290,4.3830,0.0000
43466.5417,72889,1627.1700,1738.2800,1.7690,3.9580,2.8420,5.3830,4.4110,0.0000
43466.5833,72890,1619.3900,1738.5600,1.7650,3.9920,2.8030,5.8900,4.4780,0.0000
43466.6250,72891,1620.6000,1739.0500,1.7650,3.9540,2.7370,5.6460,4.1900,0.0000
43466.6667,72892,1615.5900,1741.0500,1.7650,3.9980,2.7060,5.6480,3.8860,0.0000
43466.7083,72893,1613.8000,1739.5300,1.7660,3.9810,2.6950,5.6510,4.6970,0.0000
43466.7500,72894,1608.3300,1739.5400,1.7650,3.9480,2.6960,5.6510,4.7580,0.0000
43466.7917,72895,1605.3400,1737.5000,1.7640,3.9520,2.6800,5.6530,4.6660,0.0000
43466.8333,72896,1609.9400,1737.6500,1.7630,3.9740,2.6990,5.6530,4.6220,0.0000
43466.8750,72897,1598.7600,1732.8000,1.7680,4.0020,2.7250,5.6230,4.3690,0.0000
43466.9167,72898,1602.5700,1733.3000,1.7650,4.0020,2.6610,4.5960,3.9260,0.0000
43466.9583,72899,1597.4000,1729.6900,1.7660,3.9500,2.6890,5.5650,4.6240,0.0000
43467.0000,72900,1592.0000,1730.0800,1.7640,3.9620,2.7850,5.5630,4.7580,0.0000
43467.0417,72901,1587.7600,1727.8600,1.7610,3.9850,2.7390,5.5670,4.9200,0.0000
43467.0833,72902,1584.4100,1730.4100,1.7590,3.9740,2.8070,5.5600,4.0790,0.0000
43467.1250,72903,1583.6000,1728.7000,1.7630,3.9850,2.8540,5.5650,4.5080,0.0000
43467.1667,72904,1584.7300,1729.3500,1.7630,3.9760,2.5480,5.5590,4.4010,0.0000
43467.2083,72905,1592.3100,1728.3100,1.7620,3.9590,2.4820,5.5610,4.6390,0.0000
43467.2500,72906,1591.7600,1727.4900,1.7620,3.9230,2.7390,5.5590,4.5700,0.0000
43467.2917,72907,1594.7700,1725.3000,1.7620,3.9210,2.7170,5.5570,4.6430,0.0000
43467.3333,72908,1595.0000,1722.1300,1.7610,3.3300,2.7190,5.4800,4.5330,0.0000
43467.3750,72909,1589.7400,1722.1400,1.7620,3.8750,2.7670,5.4760,3.9840,0.0000
43467.4167,72910,1588.4000,1721.6800,1.7630,3.9140,2.7110,5.4770,4.6590,0.0000
43467.4583,72911,1590.9500,1720.7900,1.7590,3.9400,2.7270,5.8860,4.9970,0.0000
43467.5000,72912,1584.0100,1719.9700,1.7660,3.9170,2.7430,5.6270,4.3750,0.0000
43467.5417,72913,1591.7400,1718.4700,1.7650,3.8970,2.8200,5.9920,4.4390,0.0000
43467.5833,72914,1592.0000,1715.8900,1.7690,3.9170,2.8430,5.6510,4.6900,0.0000
43467.6250,72915,1589.0000,1713.7400,1.7670,3.9610,2.7550,5.5650,4.1840,0.0000
43467.6667,72916,1590.8000,1711.7200,1.7670,3.9180,2.6050,5.5660,3.9010,0.0000
43467.7083,72917,1593.4400,1709.7900,1.7670,3.9380,2.5560,5.5610,4.5710,0.0000
43467.7500,72918,1592.9400,1708.7600,1.7680,3.9680,2.7450,5.5610,4.6040,0.0000
43467.7917,72919,1593.8000,1706.1300,1.7660,3.9370,2.7420,5.5630,4.4890,0.0000
43467.8333,72920,1592.3100,1703.8100,1.7680,3.9710,2.7350,5.5670,4.4700,0.0000
43467.8750,72921,1588.6200,1701.4000,1.7670,3.9990,2.6780,5.5630,4.4430,0.0000
43467.9167,72922,1593.0000,1698.6600,1.7660,4.0010,2.6520,5.5670,4.4480,0.0000
43468.0000,72924,1601.2000,1694.6000,1.7620,3.9890,2.7280,5.5450,4.8740,0.0000
43468.0417,72925,1596.0000,1689.8500,1.7640,3.9910,2.7380,4.5510,4.7470,0.0000
43468.0833,72926,1597.1200,1695.4500,1.7620,3.9660,2.7520,5.7340,4.4450,0.0000
43468.1250,72927,1589.9800,1693.4100,1.7640,3.9330,2.6660,5.5200,3.9650,0.0000
43468.1667,72928,1595.6000,1690.2300,1.7610,3.9600,2.4700,5.4940,3.6900,0.0000
43468.2083,72929,1602.8900,1689.4100,1.7600,3.9620,2.6510,5.4800,4.1960,0.0000
43468.2500,72930,1603.8000,1691.2000,1.7660,3.9250,2.7730,5.4720,4.3690,0.0000
43468.2917,72931,1612.5300,1689.9900,1.7620,3.9050,2.5950,5.4740,4.3160,0.0000
43468.3333,72932,1617.8000,1686.5900,1.7650,3.9300,2.5460,5.3860,4.3200,0.0000
43468.3750,72933,1616.3700,1684.8500,1.7650,3.9410,2.6520,5.2660,4.2920,0.0000
43468.4167,72934,1612.6700,1683.5900,1.7650,3.9850,2.6300,5.4810,4.1980,0.0000
43468.4583,72935,1605.0000,1682.8100,1.7690,3.9280,2.6420,5.3880,4.2800,0.0000
43468.5000,72936,1611.1400,1681.4500,1.7690,3.9380,2.7840,4.8810,4.0890,0.0000
43468.5417,72937,1609.3500,1681.0000,1.7640,4.0250,2.8010,5.0830,3.9640,0.0000
43468.5833,72938,1607.1400,1679.9700,1.7660,3.9360,2.7620,4.9730,3.9950,0.0000
43468.6250,72939,1603.7800,1679.0100,1.7610,3.9620,2.6730,4.9730,3.6810,0.0000
43468.6667,72940,1596.8500,1677.9600,1.7690,3.9240,2.5950,4.8640,3.2630,0.0000
43468.7083,72941,1593.8300,1677.3300,1.7630,3.9590,2.5500,3.9800,3.5420,0.0000
43468.7500,72942,1600.3400,1676.5400,1.7640,3.9980,2.5820,4.9630,3.6680,0.0000
43468.7917,72943,1598.3900,1674.3600,1.7650,3.9540,2.5800,4.9730,3.8160,0.0000
43468.8750,72945,1605.0300,1673.0200,1.7680,3.9770,2.6200,4.8570,3.7690,0.0000
43468.9167,72946,1605.8000,1671.7600,1.7680,3.9830,2.7100,4.8040,3.7690,0.0000
43468.9583,72947,1610.4100,1671.0900,1.7690,3.9830,2.7180,4.8080,3.6740,0.0000
43469.0000,72948,1603.2700,1668.9200,1.7660,4.0000,2.6750,4.8900,3.7170,0.0000
43469.0417,72949,1605.2500,1666.8500,1.7630,3.9830,3.0930,4.9540,4.1230,0.0000
43469.0833,72950,1602.3100,1656.0200,1.7660,3.9780,3.2860,4.8920,3.9620,0.0000
43469.1250,72951,1599.7800,1664.4700,1.7640,3.0940,2.9460,4.4100,3.8770,0.0000
43469.1667,72952,1595.2000,1659.7100,1.7650,3.9350,2.6880,4.7210,3.8650,0.0000
43469.2083,72953,1597.7700,1661.8600,1.7630,3.9280,2.4110,4.7660,3.7790,0.0000
43469.2500,72954,1599.4200,1658.0600,1.7650,3.7200,2.3860,4.8210,3.5890,0.0000
43469.2917,72955,1598.8000,1658.9800,1.7650,3.7110,2.4450,4.8920,3.5740,0.0000
43469.3333,72956,1601.6000,1656.7600,1.7680,3.6300,2.5430,4.8020,3.5060,0.0000
43469.3750,72957,1598.5500,1659.5100,1.7680,3.6330,2.5360,4.7910,3.5040,0.0000
43469.4167,72958,1594.3800,1657.0300,1.7680,3.6270,2.6060,4.8060,3.5790,0.0000
43469.4583,72959,1599.9700,1661.0500,1.7680,3.6070,2.7620,4.7150,3.6300,0.0000
43469.5000,72960,1596.6500,1663.2900,1.7690,3.5620,2.8160,4.8930,3.5810,0.0000
43469.5833,72962,1594.2000,1664.3800,1.7670,3.5380,2.5280,4.7880,3.6630,0.0000
43469.6250,72963,1598.7100,1668.4300,1.7670,3.5330,2.5000,4.7170,3.3100,0.0000
43469.6667,72964,1596.4000,1668.7800,1.3170,3.5170,2.4830,4.8040,3.2610,0.0000
43469.7083,72965,1588.8000,1670.0200,1.3190,3.4780,2.4860,4.8400,3.5380,0.0000
43469.7500,72966,1595.7200,1668.0600,1.3180,3.4430,2.4990,4.8740,3.5890,0.0000
43469.7917,72967,1596.6000,1674.4000,1.3220,3.4270,2.4580,4.8020,3.5940,0.0000
43469.8333,72968,1600.7500,1675.7800,1.3230,3.4320,2.5140,4.8180,3.6520,0.0000
43469.8750,72969,1596.1100,1679.2200,1.3240,3.4070,2.5020,4.6840,3.6540,0.0000
43469.9167,72970,1596.2000,1680.1300,1.3230,3.4370,2.5610,4.7180,3.8730,0.0000
43469.9583,72971,1594.6300,1686.1800,1.3230,3.4020,2.6210,4.8370,3.6170,0.0000
43470.0000,72972,1597.8000,1685.9000,1.3190,3.5590,2.6430,4.8360,3.6630,0.0000
43470.0417,72973,1600.8300,1687.8000,1.3190,3.7300,2.6340,4.8020,4.0290,0.0000
43470.1250,72975,1605.5400,1691.5400,1.3190,3.6610,2.6460,3.8350,3.7180,0.0000
43470.1667,72976,1610.9200,1693.7400,1.3190,3.6670,2.5260,4.8360,3.6240,0.0000
43470.2083,72977,1606.0000,1692.3100,1.3200,3.6360,2.2210,4.8000,3.6400,0.0000
43470.2500,72978,1617.5400,1697.4800,1.3220,3.6220,2.2060,4.7990,3.7470,0.0000
43470.2917,72979,1616.3000,1692.6200,1.3210,3.5920,2.5220,4.7140,3.6340,0.0000
43470.3333,72980,1614.6000,1695.8000,1.3210,3.5670,2.7550,4.6380,3.4340,0.0000
43470.3750,72981,1612.7100,1692.5800,1.3240,3.5100,2.5850,4.6400,3.3640,0.0000
43470.4167,72982,1614.2300,1699.1200,1.3250,3.4940,2.3420,4.6380,3.3740,0.0000
43470.4583,72983,1617.6200,1703.5300,1.3250,3.5080,2.3940,4.7180,3.4180,0.0000
43470.5000,72984,1621.5100,1705.4900,1.3260,3.4850,2.4470,4.7140,3.3340,0.0000
43470.5417,72985,1619.3800,1708.5500,1.3240,3.4780,2.4710,4.4760,3.2610,0.0000
43470.5833,72986,1617.4500,1711.6900,1.3220,3.5190,2.4280,4.3990,3.4110,0.0000
43470.6250,72987,1620.0000,1717.8200,1.3200,3.4390,2.3310,4.3870,3.1560,0.0000
43470.6667,72988,1627.2200,1720.7800,1.3210,3.4280,2.5170,4.3970,3.0070,0.0000
43470.7083,72989,1633.5300,1719.6300,1.3220,3.4510,2.5630,4.3200,3.2660,0.0000
43470.7917,72991,1648.3900,1726.5300,1.3240,3.4070,2.3920,4.4780,3.4090,0.0000
43470.8333,72992,1642.0000,1727.8100,1.3240,3.4020,2.2050,4.4780,3.4110,0.0000
43470.8750,72993,1641.1400,1731.0900,1.3250,3.4030,2.1560,4.3850,3.4350,0.0000
43470.9167,72994,1639.6300,1732.9600,1.3220,3.3780,2.1190,4.3190,3.4750,0.0000
43470.9583,72995,1640.4000,1734.6900,1.3200,3.3500,2.1890,4.3240,3.4990,0.0000
43471.0000,72996,1638.2500,1737.1700,1.3200,3.3290,2.2720,4.3990,3.6120,0.0000
43471.0417,72997,1634.1200,1738.2800,1.3190,3.3240,2.1940,4.4780,3.8820,0.0000
43471.0833,72998,1637.6000,1739.8400,1.3200,3.3580,2.0810,4.4450,3.8730,0.0000
43471.1250,72999,1635.6000,1742.2000,1.3200,3.3700,2.2240,4.3810,3.6520,0.0000
