fechas,idHoras,EC_Abrera,EC_suriaDesf,QBaells_Desf,QBalsanery_Desf,QBerga_Desf,QCardona_Desf,QSuria_Desf,Prep_Desf
42997.3750,61629,1230.8600,2176.7700,3.8250,4.1710,6.6800,3.4160,2.0400,0.0000
42997.4167,61630,1240.0100,2150.7000,3.8470,4.1690,6.6560,3.7090,2.0490,0.1000
42997.4583,61631,1247.7800,2170.4600,3.8460,4.1780,6.4470,3.4840,2.4930,0.0000
42997.5000,61632,1249.7700,2152.6700,3.8510,4.1810,6.4560,3.5630,2.4960,0.0000
42997.5417,61633,1256.4300,2161.4300,3.8520,4.2250,6.3410,3.5620,2.4950,0.0000
42997.5833,61634,1262.5700,2148.6600,3.8470,4.1460,6.3670,3.4910,2.4550,0.0000
42997.6250,61635,1284.1400,2144.0100,3.8500,4.1530,6.3380,3.6100,2.1260,0.0000
42997.6667,61636,1290.3300,2144.6000,3.8410,4.1860,6.2830,3.8230,2.1160,0.0000
42997.7083,61637,1302.2000,2131.7100,3.8350,4.2070,6.2070,3.5650,2.5670,0.0000
42997.7500,61638,1305.9400,2146.3900,3.6890,4.1440,5.9520,3.6390,2.5230,0.0000
42997.7917,61639,1326.8000,2141.8500,3.6850,4.1500,6.1440,2.3670,2.4760,0.0000
42997.8333,61640,1340.6700,2133.5600,3.6850,4.1670,6.6480,3.4670,2.1230,0.0000
42997.8750,61641,1342.4900,2121.4000,3.6850,4.2050,6.8080,3.7110,2.1240,0.0000
42997.9167,61642,1339.4100,2110.1100,3.6830,4.2170,6.5740,3.4880,2.6260,0.0000
42997.9583,61643,1344.5900,2129.1100,3.6860,4.2320,6.4700,3.7090,2.7290,0.0000
42998.0000,61644,1347.9900,2108.4800,3.6720,4.2180,6.3300,3.4890,2.8060,0.0000
42998.0417,61645,1351.8000,2141.4500,3.6690,4.2140,6.3970,3.6370,2.7970,0.0000
42998.0833,61646,1351.8300,2133.1100,3.6700,4.1910,6.5450,3.5750,2.6470,0.0000
42998.1250,61647,1358.6100,2119.6400,3.6720,4.1880,6.4590,3.7090,2.5660,0.0000
42998.1667,61648,1362.6000,2111.2500,3.6700,4.1470,6.0630,4.1430,2.5590,0.0000
42998.2083,61649,1372.2900,2089.6900,3.6690,4.1390,6.6070,3.7820,2.5830,0.0000
42998.2500,61650,1381.6000,2098.0800,3.6720,4.1090,6.9920,3.5600,2.6450,0.0000
42998.2917,61651,1386.0000,2096.1200,3.6820,4.1520,6.8810,3.7090,2.6530,0.0000
42998.3333,61652,1397.0800,2093.7200,3.6870,4.1270,6.8590,3.5900,2.6200,0.0000
42998.3750,61653,1403.4100,2079.2300,3.6950,4.1840,6.6180,3.6250,2.5330,0.0000
42998.4167,61654,1411.7400,2084.9300,3.6920,4.1960,6.2280,3.5650,2.5170,0.0000
42998.4583,61655,1416.4000,2079.9700,3.6950,4.1400,5.9500,3.5650,2.5220,0.0000
42998.5000,61656,1427.8400,2075.9100,3.6950,4.1710,5.9620,3.6370,2.5210,0.0000
42998.5417,61657,1432.5000,2062.8400,3.6940,4.1260,6.5560,3.4910,2.5290,0.0000
42998.5833,61658,1441.2700,2060.0200,3.6930,4.1280,6.4850,3.6370,2.2990,0.0000
42998.6250,61659,1450.2100,2067.1100,3.6870,4.1360,5.8770,3.5090,2.1010,0.0000
42998.6667,61660,1459.9400,2050.1000,3.6770,4.1540,5.5100,3.6370,2.5700,0.0000
42998.7083,61661,1466.9400,2055.1300,3.6710,4.1230,5.7200,3.5650,2.4780,0.0000
42998.7500,61662,1477.1700,2051.6600,3.6730,4.1370,6.4110,3.6970,2.4830,0.0000
42998.7917,61663,1486.1000,2073.0800,3.6730,4.3210,6.4880,3.5650,2.4830,0.0000
42998.8333,61664,1491.7400,2071.0100,3.6740,4.1550,6.3210,3.6420,2.4830,0.0000
42998.8750,61665,1490.7900,2055.3000,3.6720,4.3420,6.3540,3.7090,2.4840,0.0000
42998.9167,61666,1497.8000,2026.2100,3.6750,4.1030,6.6130,3.5650,2.4860,0.0000
42998.9583,61667,1498.9600,2055.7500,3.6810,4.0780,6.5470,3.7090,2.4890,0.0000
42999.0000,61668,1497.3500,2055.4800,3.6640,4.0700,6.4440,3.5650,2.4890,0.0000
42999.0417,61669,1498.7100,2026.3800,3.6700,4.0510,6.4300,3.5650,2.5120,0.0000
42999.0833,61670,1493.8000,2025.4800,3.6690,4.0900,6.4030,3.7090,2.5220,0.0000
42999.1250,61671,1495.8800,2016.1700,3.6740,4.0890,6.4360,3.5630,2.5030,0.0000
42999.1667,61672,1488.9200,2012.1800,3.6720,4.0550,6.2850,3.7090,2.4960,0.0000
42999.2083,61673,1486.2400,2006.8400,3.6760,4.1320,6.2930,3.5210,2.4940,0.0000
42999.2500,61674,1481.3000,2004.7000,3.8270,4.0710,6.2630,3.6370,2.4960,0.0000
42999.2917,61675,1481.2000,2000.7800,3.7150,4.0260,6.2450,3.5180,2.4990,0.0000
42999.3333,61676,1478.5000,2000.0400,3.8940,4.0060,6.2930,3.6370,2.4960,0.0000
42999.3750,61677,1474.8100,1994.1000,3.6750,4.0760,6.2900,3.4840,2.5010,0.0000
42999.4167,61678,1467.0800,1991.2800,3.6690,4.0820,6.2540,3.6370,2.5090,0.0000
42999.4583,61679,1460.2000,1988.8600,3.6750,4.1980,6.0650,3.5650,2.5110,0.0000
42999.5000,61680,1455.4100,1986.5800,3.6780,4.1760,5.9670,3.5320,2.5180,0.0000
42999.5417,61681,1450.0000,1982.3300,3.6750,4.1100,5.9780,3.5630,2.5220,0.0000
42999.5833,61682,1441.5700,1979.4400,3.6690,4.0960,6.0390,3.4890,2.5050,0.0000
42999.6250,61683,1446.5400,1977.9300,3.6650,4.1170,6.1630,3.6700,2.2130,0.0000
42999.6667,61684,1444.6900,1974.3600,3.6580,4.1150,6.2020,3.4910,2.6880,0.0000
42999.7083,61685,1441.2400,1972.6500,3.6590,4.0770,6.1570,4.2290,2.5560,0.0000
42999.7500,61686,1439.6000,1961.9400,3.6590,4.0900,6.1670,3.4930,2.5530,0.0000
42999.7917,61687,1439.4900,1961.4200,3.6610,4.0570,6.2110,3.7090,2.5550,0.0000
42999.8333,61688,1437.8400,1957.1800,3.6560,4.0960,6.3580,3.5270,2.5500,0.0000
42999.8750,61689,1441.8300,1954.6600,3.6550,4.1390,6.3120,3.7130,2.5420,0.0000
42999.9167,61690,1438.0000,1950.0000,3.6590,4.1410,6.2820,3.5510,2.5380,0.0000
42999.9583,61691,1439.5300,1946.8800,3.6630,4.1180,6.2100,3.7090,2.5290,0.0000
43000.0000,61692,1439.8000,1942.5000,3.6490,4.1250,6.2340,3.5650,2.5710,0.0000
43000.0417,61693,1446.5100,1940.1700,3.6460,4.0690,6.2100,3.5820,2.7430,0.0000
43000.0833,61694,1434.0400,1935.1800,3.6410,4.0540,6.1880,3.6640,2.6260,0.0000
43000.1250,61695,1426.5000,1923.0400,3.6450,4.0450,6.3210,3.6380,2.5160,0.0000
43000.1667,61696,1420.0000,1920.1000,3.6460,4.0460,6.4340,3.6370,2.5420,0.0000
43000.2083,61697,1412.0600,1926.7900,3.6490,4.0470,6.2130,3.5630,2.4890,0.0000
43000.2500,61698,1410.6900,1918.7500,3.6500,4.0910,6.3120,3.5650,2.4540,0.0000
43000.2917,61699,1396.1300,1917.1500,3.6510,4.1150,6.6680,4.0140,2.4480,0.0000
43000.3333,61700,1389.1200,1914.6800,3.6560,4.0790,6.2320,3.5650,2.4480,0.0000
43000.3750,61701,1387.3400,1913.5100,3.6620,4.0670,6.0600,3.6390,2.4490,0.0000
43000.4167,61702,1374.1900,1912.5300,3.6710,4.0470,5.9960,3.5650,2.4530,0.0000
43000.4583,61703,1370.2700,1909.2400,3.6670,4.0710,5.9760,3.5650,2.4560,0.0000
43000.5000,61704,1359.6000,1910.7100,3.6660,4.0300,5.9640,3.5650,2.4600,0.0000
43000.5417,61705,1353.4000,1910.8100,3.6680,4.0530,5.9880,3.5640,2.4660,0.0000
43000.5833,61706,1302.3000,1911.1900,3.6680,4.0980,5.9550,3.5560,2.3010,0.0000
43000.6250,61707,1155.4000,1912.0500,3.6670,4.0760,6.0330,3.6340,2.1080,0.0000
43000.6667,61708,1239.4000,1912.0200,3.6580,4.0850,6.0020,3.5560,2.5630,0.0000
43000.7083,61709,1302.0000,1912.3600,3.6550,4.0690,6.1010,3.6910,2.4200,0.0000
43000.7500,61710,1300.8300,1938.5600,3.6570,4.0720,6.1900,3.5560,2.5520,0.0000
43000.7917,61711,1312.9400,1935.4400,3.6540,4.1000,6.2180,3.7040,2.5410,0.0000
43000.8333,61712,1322.8900,1930.9500,3.6560,4.0520,6.2030,3.5590,2.5010,0.0000
43000.8750,61713,1334.0000,1929.0400,3.6550,4.0650,6.2130,3.7760,2.4980,0.0000
43000.9167,61714,1333.8000,1926.9700,3.6620,4.0410,6.2270,3.5580,2.4990,0.0000
43000.9583,61715,1340.0200,1923.6500,3.6460,4.0260,5.9970,3.7220,2.5010,0.0000
43001.0000,61716,1336.8100,1923.2000,3.6450,4.0940,6.0620,3.6370,2.5000,0.0000
43001.0417,61717,1330.3700,1921.0900,3.6470,4.7000,6.0790,3.4840,2.7330,0.0000
43001.0833,61718,1320.8100,1920.3600,3.6430,4.6610,6.1720,3.8520,2.5990,0.0000
43001.1250,61719,1318.0000,1919.2500,3.6440,4.7110,6.1710,3.6000,2.5280,0.0000
43001.1667,61720,1311.6600,1915.7600,3.6380,4.7040,6.3270,3.7080,2.5040,0.0000
43001.2083,61721,1310.0000,1914.6900,3.6410,4.7870,6.2610,3.7060,2.5660,0.0000
43001.2500,61722,1305.7600,1912.7600,3.6390,4.7130,6.2040,3.5710,2.6290,0.0000
43001.3333,61724,1303.8000,1910.3300,3.6430,4.7130,6.0690,3.5620,2.5290,0.0000
43001.3750,61725,1296.9000,1913.4200,3.6540,4.7490,6.1440,3.3050,2.5980,0.0000
43001.4167,61726,1296.2600,1917.5600,3.6690,4.7490,6.2000,3.2930,2.5740,0.0000
43001.4583,61727,1290.6800,1920.9500,4.2770,4.7420,6.1590,3.5910,2.5440,0.0000
43001.5000,61728,1287.3900,1917.7400,4.2830,4.7560,6.2070,3.4960,2.5370,0.6000
43001.5417,61729,1282.7300,1914.6700,4.2830,4.7560,6.3500,3.7090,2.6020,3.3000
43001.5833,61730,1278.6700,1912.6400,4.2820,4.7390,6.2760,4.1430,2.4560,0.0000
43001.6250,61731,1277.4400,1909.8900,4.2790,4.7760,6.1350,4.0590,2.4110,0.1000
43001.6667,61732,1284.8800,1906.7500,4.2710,4.7990,6.1900,3.9950,2.7440,0.0000
43001.7083,61733,1280.0000,1929.4200,4.2690,4.7770,6.1280,3.9250,2.8050,0.0000
43001.7500,61734,1284.8300,1927.6800,4.2740,4.7530,6.1390,3.8520,2.8170,0.0000
43001.7917,61735,1286.1800,1919.6600,4.2740,4.8130,6.2070,3.8540,2.7950,0.0000
43001.8750,61737,1286.7900,1906.0100,4.2730,4.7700,6.2140,3.7090,2.6350,0.0000
43001.9167,61738,1287.9700,1897.6400,4.2760,4.8220,6.1300,3.7020,2.6200,0.0000
43001.9583,61739,1284.8000,1897.7000,4.2770,4.7660,6.1500,3.5860,2.5690,0.0000
43002.0000,61740,1285.3300,1897.4600,4.2690,4.7290,6.1160,3.8590,2.5510,0.0000
43002.0417,61741,1288.5000,1899.6800,4.2660,4.7120,6.2050,3.4930,2.8670,0.0000
43002.0833,61742,1286.5100,1942.9000,4.2630,4.6940,6.4220,3.7820,2.6760,0.0000
43002.1250,61743,1285.9500,2001.8300,4.2670,4.7720,7.0160,3.7090,2.5600,0.0000
43002.1667,61744,1286.2100,2018.2100,4.2650,4.7020,6.9940,3.7820,2.5530,0.0000
43002.2083,61745,1283.7800,2047.0500,4.2700,4.7570,6.6740,3.6420,2.5490,0.0000
43002.2500,61746,1280.9000,2080.5900,4.2710,4.7480,5.6270,3.7820,2.5500,0.0000
43002.2917,61747,1279.3000,2085.4900,4.2700,4.7350,6.5760,3.6410,2.5510,0.0000
43002.3333,61748,1278.3300,2086.9600,4.2640,4.8090,7.2060,3.7730,2.6150,0.0000
43002.3750,61749,1278.6700,2085.7100,4.2670,4.8040,6.4110,3.7000,2.6340,0.0000
43002.4167,61750,1270.2000,2081.1400,4.2670,4.7840,6.8720,3.6330,2.5920,0.0000
43002.4583,61751,1271.4400,2082.3500,4.2750,4.8530,7.5240,3.6600,2.5700,0.0000
43002.5000,61752,1268.3200,2081.8400,4.2810,4.8000,6.8640,3.6370,2.5720,0.0000
43002.5417,61753,1268.5100,2077.0700,4.2860,4.7480,7.3610,3.6370,2.5630,0.0000
43002.5833,61754,1266.5200,2078.3300,4.2830,4.7070,6.4740,3.6440,2.3070,0.0000
43002.6250,61755,1263.8900,2073.4100,4.2820,4.6970,7.4720,3.6370,2.0970,0.0000
43002.6667,61756,1258.3700,2071.8300,4.2840,4.7140,7.9710,3.7060,2.6530,0.0000
43002.7083,61757,1261.5000,2071.9600,4.2780,4.7270,7.0890,3.7080,2.5910,0.0000
43002.7500,61758,1257.4300,2060.5300,4.2750,4.7310,7.0790,3.6360,2.5920,0.0000
43002.7917,61759,1255.8500,2059.9800,4.2740,4.7600,7.0630,3.7090,2.5780,0.0000
43002.8333,61760,1254.5100,2052.5100,4.2730,4.7530,7.0880,3.6780,2.4590,0.0000
43002.8750,61761,1253.6800,2055.2000,4.2710,4.7540,7.0850,3.6370,2.6510,0.0000
43002.9167,61762,1253.2700,2044.5800,4.2830,4.7380,7.1190,3.6370,2.6150,0.0000
43002.9583,61763,1251.9500,2029.5300,4.2830,4.7590,7.1150,3.7080,2.6010,0.0000
43003.0000,61764,1248.6200,2031.1000,4.2750,4.7240,7.0700,3.4150,2.6370,0.0000
43003.0417,61765,1247.1200,2037.8300,4.2730,4.7160,7.0700,3.7090,2.7370,0.0000
43003.0833,61766,1247.4300,2035.0800,4.2670,4.7180,7.1280,3.6350,2.6030,0.0000
43003.1250,61767,1246.3200,2032.4500,4.2620,4.7080,7.1920,3.7780,2.5450,0.0000
43003.1667,61768,1255.3100,2002.8100,4.2640,4.7080,7.2120,3.7820,2.5340,0.0000
43003.2083,61769,1257.8000,2005.1300,4.2700,4.7020,7.0540,3.6320,2.5320,0.0000
43003.2500,61770,1254.4100,2003.3300,4.2690,4.7040,6.9400,3.7040,2.5360,0.0000
43003.2917,61771,1256.2900,2000.9200,4.2660,4.6850,7.1320,3.7020,2.5270,0.0000
43003.3333,61772,1255.5900,2004.4900,4.2690,4.7120,7.0060,3.6370,2.5330,0.0000
43003.3750,61773,1251.4100,1996.0800,4.2760,4.7500,6.8070,3.7060,2.5380,0.0000
43003.4167,61774,1249.2100,1992.9600,4.2730,4.7510,6.6630,3.6370,2.5480,0.0000
43003.4583,61775,1245.6700,1991.1300,4.2740,4.7560,6.9640,3.6370,2.5520,0.0000
43003.5000,61776,1248.2000,1987.6100,4.2790,4.7590,7.3960,3.7000,2.5560,0.0000
43003.5417,61777,1253.8200,1980.0100,4.2790,4.7690,7.3380,4.0700,2.5640,0.0000
43003.5833,61778,1254.6200,1967.6000,4.2770,4.6880,7.2820,3.6370,2.3570,0.0000
43003.6250,61779,1257.4000,1972.9100,4.2810,4.6840,7.1160,3.6370,2.1140,0.0000
43003.6667,61780,1257.6700,1969.6600,4.2800,4.7150,6.8530,3.7090,2.6760,0.0000
43003.7083,61781,1253.8000,1964.4100,4.2800,4.6940,6.7640,3.6430,2.5890,0.0000
43003.7500,61782,1261.7300,1972.6800,4.2740,4.7070,7.2940,3.7100,2.5770,0.0000
43003.7917,61783,1255.0000,1976.7900,4.2750,4.6570,7.2320,3.6410,2.5750,0.0000
43003.8333,61784,1247.7900,1974.0200,4.2750,4.6840,7.0310,3.7090,2.5620,0.0000
43003.8750,61785,1255.3500,1967.8300,4.2760,4.7040,6.9610,3.6390,2.5620,0.0000
43003.9167,61786,1249.8100,1963.1200,4.2780,4.7170,6.9470,3.7820,2.5650,0.0000
43003.9583,61787,1248.4000,1955.6200,4.2790,4.7100,6.9420,3.6860,2.5600,0.0000
43004.0000,61788,1244.6700,1951.5400,4.2710,4.6910,6.9840,3.6370,2.6490,0.0000
43004.0417,61789,1247.5800,1949.2300,4.2700,4.6710,7.0690,3.5650,2.8630,0.0000
43004.0833,61790,1251.0000,1946.3900,4.2680,4.7130,7.0870,3.7800,2.6670,0.0000
43004.1250,61791,1255.2800,1943.2500,4.2650,4.7080,7.0670,3.7090,2.5860,0.0000
43004.1667,61792,1260.1200,1940.8600,4.2660,4.6630,7.0250,3.7090,2.5810,0.0000
43004.2083,61793,1255.4200,1930.2000,4.2710,4.7140,6.8300,3.6370,2.5790,0.0000
43004.2500,61794,1252.7900,1926.4000,4.2690,4.6580,6.6930,3.7090,2.5730,0.0000
43004.2917,61795,1254.0000,1924.8600,4.2660,4.6610,6.6250,3.7080,2.5760,0.0000
43004.3333,61796,1254.0000,1921.2600,4.2710,4.7660,6.6600,3.6370,2.5760,0.0000
43004.3750,61797,1254.0000,1923.7900,4.2810,4.8750,6.8990,3.6370,3.1770,0.0000
43004.4167,61798,1254.0000,1925.0000,4.2820,4.7510,7.0270,3.7090,3.4250,0.0000
43004.4583,61799,1254.0000,1926.2200,4.2830,4.7590,6.9900,3.6370,2.9200,0.0000
43004.5000,61800,1254.0000,2225.2200,4.2820,4.7490,6.9650,3.6370,2.9900,0.0000
43004.5417,61801,1243.6000,2319.8300,4.2820,4.5040,6.9560,3.6370,2.9330,0.0000
43004.5833,61802,1263.0500,2279.8900,4.2830,4.7370,6.9760,3.9270,3.0000,0.0000
43004.6250,61803,1275.1500,2250.0300,4.2760,4.5580,7.0020,4.2380,2.7260,0.0000
43004.6667,61804,1290.5300,2211.5800,4.2680,4.6870,6.9570,3.5480,2.7930,0.3000
43004.7083,61805,1300.3100,2189.0900,4.2640,4.6660,6.9000,3.9260,2.8190,0.0000
43004.7500,61806,1313.2100,2168.8800,4.2670,4.7590,6.8610,3.8540,2.8170,0.0000
43004.7917,61807,1318.6900,2158.1000,4.2680,4.7390,6.9370,3.8540,2.8280,0.0000
43004.8333,61808,1322.3300,2153.0100,4.2650,4.8080,7.0190,3.8540,2.8210,0.0000
43004.8750,61809,1324.4000,2143.3100,4.2680,4.8340,7.0710,3.8040,2.8240,0.0000
43004.9583,61811,1308.7700,2283.8400,4.2660,4.8570,6.9340,3.6690,2.6190,0.0000
43005.0000,61812,1307.6700,2389.4800,4.2590,4.8670,6.8810,3.8540,2.6830,0.0000
43005.0417,61813,1297.1400,2346.3100,4.2630,4.9300,6.9040,3.7090,3.5460,0.0000
43005.0833,61814,1292.3800,2310.6800,4.2600,4.9640,7.7230,3.7080,2.9820,0.0000
43005.1250,61815,1285.2000,2264.3700,4.2620,4.9550,7.5040,3.7780,2.7000,0.0000
43005.1667,61816,1280.8000,2232.7600,4.2580,4.9220,7.1570,3.7820,2.6050,0.0000
43005.2083,61817,1272.1200,2250.7100,4.2640,4.9140,6.8470,3.7800,2.5940,0.0000
43005.2500,61818,1268.3300,2420.5400,4.2630,4.8470,8.2150,3.7800,2.6300,0.0000
43005.2917,61819,1262.3400,2636.1600,4.2640,4.8380,10.5550,3.7060,2.7040,0.0000
43005.3333,61820,1254.0000,2846.7800,4.2640,4.8640,9.6960,3.7780,2.6550,0.0000
43005.3750,61821,1268.4800,2983.7200,4.2770,4.8690,9.2210,3.6370,2.6030,0.0000
43005.4167,61822,1267.2700,2998.3200,4.2800,4.8540,9.2310,3.7040,2.5930,0.0000
43005.4583,61823,1257.4400,3000.3400,4.2780,4.8610,9.5290,3.6910,2.5770,0.0000
43005.5000,61824,1252.6000,2965.4300,4.2840,4.8300,9.1520,3.6350,2.5820,0.0000
43005.5417,61825,1247.6100,2934.8400,4.2810,4.8320,8.6540,3.7000,2.5810,0.0000
43005.5833,61826,1244.6100,2901.7600,4.2800,4.8220,8.2270,3.6370,2.3520,0.0000
43005.6250,61827,1243.0000,2891.1600,4.2750,4.8080,6.4090,3.7060,2.1090,0.0000
43005.6667,61828,1240.4400,2884.9000,4.2660,4.8240,6.1960,4.1720,2.6420,0.0000
43005.7083,61829,1231.0900,2866.1400,4.2630,4.7820,7.5710,3.6050,2.6380,0.0000
43005.7500,61830,1223.7800,2788.8000,4.2670,4.7870,7.1320,3.7610,2.5900,0.0000
43005.7917,61831,1218.9600,2809.2500,4.2690,4.7940,7.5930,3.7080,2.5790,0.0000
43005.8333,61832,1213.5700,2773.3700,4.2680,4.7960,7.3640,3.7090,2.5780,0.0000
43005.8750,61833,1211.6100,2708.2100,4.2630,4.7580,7.3020,3.7780,2.5750,0.0000
43005.9167,61834,1202.6700,2697.7700,4.2720,4.8070,7.3120,3.7060,2.5830,0.0000
43005.9583,61835,1193.0000,2657.6900,4.2750,4.8090,7.3570,3.7620,2.5730,0.0000
43006.0000,61836,1187.0700,2628.5900,4.2620,4.7770,7.3460,3.4840,2.6430,0.0000
43006.0417,61837,1180.4000,2647.6600,4.2570,4.7600,7.2680,3.8520,2.7770,0.0000
43006.0833,61838,1172.7900,2615.3200,4.2630,4.7530,7.2640,3.7740,2.7590,0.0000
43006.1250,61839,1172.2100,2589.5000,4.2620,4.7210,7.2510,3.7800,2.5820,0.0000
43006.1667,61840,1166.0000,2545.9500,4.2590,4.3630,7.2660,3.7780,2.5510,0.0000
43006.2083,61841,1169.0000,2503.9700,4.2570,4.3570,7.2450,3.7050,2.5540,0.0000
43006.2500,61842,1172.0000,2454.8300,4.2600,3.9940,7.2410,3.7820,2.5540,0.0000
43006.2917,61843,1174.7600,2445.1100,4.2590,3.9530,7.1140,3.7080,2.5570,0.0000
43006.3333,61844,1177.8300,2415.1500,4.2640,4.0140,7.1950,3.7740,2.5580,0.0000
43006.3750,61845,1180.2000,2432.2500,4.2730,4.0020,6.9890,3.7510,2.5600,0.0000
43006.4167,61846,1189.0000,2457.5600,4.2720,4.0130,6.7980,3.6370,2.5660,0.0000
43006.4583,61847,1198.2000,2447.7000,4.2780,3.9580,6.7310,3.7800,2.5690,0.0000
43006.5000,61848,1206.3600,2378.5200,4.2800,3.9570,7.2730,3.6320,2.5720,0.0000
43006.5417,61849,1218.0000,2370.1000,4.2760,3.9800,7.3400,3.7800,2.5590,0.0000
43006.5833,61850,1232.5300,2384.6400,4.2790,4.0010,7.3700,3.5910,2.3380,0.0000
43006.6250,61851,1247.4900,2363.9100,3.8930,3.9970,7.3240,3.8520,2.1020,0.0000
43006.6667,61852,1261.5000,2359.4900,3.8810,3.9650,7.3440,3.6370,2.6550,0.0000
43006.7083,61853,1279.9400,2345.0700,3.5480,3.9570,7.3520,3.8500,2.5840,0.0000
43006.7500,61854,1299.0200,2300.8100,3.5530,3.9670,7.3620,3.6730,2.5710,0.0000
43006.7917,61855,1308.1000,2243.3600,3.5550,3.9540,7.3510,3.7820,2.5710,0.0000
43006.8333,61856,1322.3600,2226.2400,3.5540,3.9520,7.4260,3.7290,2.5740,0.0000
43006.8750,61857,1340.6700,2232.1400,3.5500,3.9460,7.4760,3.7080,2.5420,0.0000
43006.9167,61858,1355.5000,2225.3100,3.5500,3.9320,7.5380,3.7060,2.5390,0.0000
43006.9583,61859,1370.0400,2158.4400,3.5440,3.9730,8.0620,3.7080,2.5380,0.0000
43007.0417,61861,1398.8100,2166.2100,3.5350,3.9730,7.8110,3.6370,2.8080,0.0000
43007.0833,61862,1410.9200,2211.9000,3.5330,3.9660,7.7090,3.8500,2.7170,0.0000
43007.1250,61863,1418.3200,2153.5700,3.5380,3.8940,7.4760,3.7300,2.5690,0.0000
43007.1667,61864,1424.8000,2132.8200,3.5360,3.9340,7.3130,3.7750,2.5250,0.0000
43007.2083,61865,1430.4000,2129.9400,3.5390,3.9280,7.5340,3.7730,2.5110,0.0000
43007.2500,61866,1425.9800,2124.4900,3.5380,3.9210,7.4480,4.1370,2.4830,0.0000
43007.2917,61867,1424.2900,2118.4500,3.5390,3.9120,7.0680,3.7190,2.4780,0.0000
43007.3333,61868,1416.0000,2107.8100,3.5450,3.9070,7.2270,3.7820,2.5180,0.0000
43007.3750,61869,1407.9800,2108.7600,3.5550,3.9100,6.8190,3.7090,2.5290,0.0000
43007.4167,61870,1399.4000,2114.9900,3.5460,3.8910,6.2410,3.7340,2.5400,0.0000
43007.4583,61871,1387.0300,2099.5600,3.5520,3.9130,6.1400,3.7540,2.5420,0.0000
43007.5000,61872,1378.6100,2131.8200,3.5550,3.8980,6.9160,3.6630,2.5230,0.0000
43007.5417,61873,1373.5600,2107.2200,3.5510,3.8930,7.0430,3.7090,2.5090,0.0000
43007.5833,61874,1368.6000,2110.5600,3.5470,3.8500,6.7270,3.7820,2.2780,0.0000
43007.6250,61875,1364.0000,2091.7500,3.5540,3.8900,6.5460,3.7080,2.0730,0.0000
43007.6667,61876,1361.3700,2090.7000,3.5420,3.8660,6.5170,3.7820,2.6230,0.0000
43007.7083,61877,1362.1900,2097.3100,3.5390,3.8930,6.4180,3.7500,2.5540,0.0000
43007.7500,61878,1367.2000,2084.2700,3.5470,3.8720,6.5060,3.7800,2.5430,0.0000
43007.7917,61879,1370.2600,2096.8400,3.5460,3.8530,6.4280,3.7820,2.5440,0.0000
43007.8333,61880,1378.6800,2072.9600,3.5440,3.9380,6.2390,3.7780,2.5420,0.0000
43007.8750,61881,1388.4000,2069.6500,3.5380,3.9360,6.2210,3.7820,2.5350,0.0000
43007.9167,61882,1401.3800,2040.2100,3.5470,3.9440,6.2750,3.7820,2.5370,0.0000
43007.9583,61883,1421.2000,2067.8800,3.5440,3.8520,6.3330,3.7800,2.5370,0.0000
43008.0000,61884,1441.6900,2044.8700,3.5350,3.8550,6.2400,3.7820,2.5380,0.0000
43008.0417,61885,1460.2000,2011.9300,3.5280,3.8540,6.1270,3.7090,2.7310,0.0000
43008.0833,61886,1475.8000,2040.3800,3.5250,3.8600,6.3360,3.8540,2.7190,0.0000
43008.1250,61887,1502.4000,2002.3100,3.5270,3.9020,6.3290,3.7800,2.4340,0.0000
43008.1667,61888,1523.7600,2032.7600,3.5250,3.8860,6.3010,3.7800,2.5330,0.0000
43008.2083,61889,1539.1900,2025.1000,3.5190,3.8510,6.4280,3.7820,2.5200,0.0000
43008.2500,61890,1551.3500,2012.2900,3.5210,3.8570,6.5450,3.1210,2.4820,0.0000
43008.3333,61892,1559.3800,2006.8200,3.5270,3.8530,6.5170,3.8220,2.4860,0.0000
43008.3750,61893,1563.0000,1997.3400,3.5340,3.8690,6.4250,3.7040,2.4930,0.0000
43008.4167,61894,1558.5800,2009.2200,3.5320,3.8960,6.1660,3.8540,2.5270,0.0000
43008.4583,61895,1549.3100,2019.0900,3.5400,3.9300,5.8000,3.6370,2.5320,0.0000
43008.5000,61896,1536.0000,2011.8400,3.5400,3.8790,6.0290,3.7940,2.4940,0.0000
43008.5417,61897,1526.7300,2006.4200,3.5450,3.8440,6.6780,3.7090,2.4860,0.0000
43008.5833,61898,1520.1700,2014.1400,3.5450,3.8590,6.7250,3.7510,2.2820,0.0000
43008.6250,61899,1510.7700,2010.0700,3.5440,3.8690,6.3400,3.8180,2.0850,0.0000
43008.6667,61900,1499.8300,2014.3800,3.5320,3.8230,6.1810,3.7090,2.6010,0.0000
43008.7083,61901,1494.7000,2011.7600,3.5290,3.8500,6.1890,3.8540,2.5690,0.0000
43008.7500,61902,1488.2900,2034.1900,3.5360,3.8400,6.2360,3.7820,2.5460,0.0000
43008.7917,61903,1473.2300,2043.7200,3.5240,3.8700,6.2890,3.7960,2.5470,0.0000
43008.8333,61904,1462.4000,2039.7400,3.5230,3.8970,6.3640,3.7800,2.5490,0.0000
43008.8750,61905,1447.7000,2033.9300,3.5200,3.8570,6.3510,3.8540,2.5490,0.0000
