QB1,QB31,QB4,QB7,QFV1,QFV2,HB1,HB31,HB7,HFV1,HFV2,3dHB1,3dHB31,3dHB7,3dHFV1,3dHFV2,1sHB1,1sHB31,1sHB7,1sHFV1,1sHFV2
17.8,10,12,15,16,8.4,772.49,742.87,734.44,740.09,736.01,772.59,743.37,736.74,742.09,736.86,774.29,743.67,737.44,742.39,735.81
17.8,10,12,15,16,8.4,772.49,742.87,734.44,740.09,736.01,773.29,743.07,734.94,740.39,739.31,774.29,743.67,737.44,742.39,735.81
17.8,10,12,15,16,8.4,772.49,742.87,734.44,740.09,736.01,773.29,743.07,734.94,740.39,739.31,774.29,743.67,737.44,742.39,735.81
17.7,10,12,15,16,8.2,772.29,742.77,734.14,739.89,735.61,772.49,742.87,734.44,740.09,736.01,772.59,743.37,736.74,742.09,736.86
17.7,10,12,15,16,8.2,772.29,742.77,734.14,739.89,735.61,772.49,742.87,734.44,740.09,736.01,772.59,743.37,736.74,742.09,736.86
18,10,12,15,15.6,7,771.09,742.37,732.34,739.49,736.71,772.49,742.87,734.44,740.09,736.01,773.29,743.07,734.94,740.39,739.31
18,10,12,15,15.6,7,771.09,742.37,732.34,739.49,736.71,772.29,742.77,734.14,739.89,735.61,773.29,743.07,734.94,740.39,739.31
17.8,10,12,15,15.8,8.7,770.79,742.17,731.94,739.19,735.51,772.29,742.77,734.14,739.89,735.61,772.49,742.87,734.44,740.09,736.01
17.8,10,12,15,15.8,8.7,770.79,742.17,731.94,739.19,735.51,771.09,742.37,732.34,739.49,736.71,772.49,742.87,734.44,740.09,736.01
17.8,10,12,15,15.8,8.7,770.79,742.17,731.94,739.19,735.51,771.09,742.37,732.34,739.49,736.71,772.49,742.87,734.44,740.09,736.01
19,10,12,15,16.7,8.2,770.29,741.87,731.74,737.79,735.21,770.79,742.17,731.94,739.19,735.51,772.29,742.77,734.14,739.89,735.61
19,10,12,15,16.7,8.2,770.29,741.87,731.74,737.79,735.21,770.79,742.17,731.94,739.19,735.51,772.29,742.77,734.14,739.89,735.61
19,10.2,12,14.5,16.5,8.2,769.59,741.07,731.44,737.19,736.91,770.79,742.17,731.94,739.19,735.51,771.09,742.37,732.34,739.49,736.71
19,10.2,12,14.5,16.5,8.2,769.59,741.07,731.44,737.19,736.91,770.29,741.87,731.74,737.79,735.21,771.09,742.37,732.34,739.49,736.71
18.7,10,12,14.3,16.5,8.2,769.29,740.87,731.34,737.04,735.36,770.29,741.87,731.74,737.79,735.21,770.79,742.17,731.94,739.19,735.51
18.7,10,12,14.3,16.5,8.2,769.29,740.87,731.34,737.04,735.36,769.59,741.07,731.44,737.19,736.91,770.79,742.17,731.94,739.19,735.51
18.7,10,12,14.3,16.5,8.2,769.29,740.87,731.34,737.04,735.66,769.59,741.07,731.44,737.19,736.91,770.79,742.17,731.94,739.19,735.51
18.5,10,12,14.3,16.6,8.3,769.09,740.47,731.24,736.79,735.11,769.29,740.87,731.34,737.04,735.36,770.29,741.87,731.74,737.79,735.21
18.5,10,12,14.3,16.6,8.3,769.09,740.47,731.24,736.79,735.11,769.29,740.87,731.34,737.04,735.36,770.29,741.87,731.74,737.79,735.21
18.7,10,11.7,14.3,16.4,8.3,768.69,740.37,731.74,737.39,735.61,769.29,740.87,731.34,737.04,735.66,769.59,741.07,731.44,737.19,736.91
18.7,10,11.7,14.3,16.4,8.3,768.69,740.37,731.74,737.39,735.61,769.09,740.47,731.24,736.79,735.11,769.59,741.07,731.44,737.19,736.91
19,10,12,15.3,17.4,8.3,768.49,740.27,731.14,736.69,735.16,769.09,740.47,731.24,736.79,735.11,769.29,740.87,731.34,737.04,735.36
19,10,12,15.3,17.4,8.3,768.49,740.27,731.14,736.69,735.16,768.69,740.37,731.74,737.39,735.61,769.29,740.87,731.34,737.04,735.36
19,10,12,15.3,17.4,8.3,768.49,740.27,731.14,736.69,735.16,768.69,740.37,731.74,737.39,735.61,769.29,740.87,731.34,737.04,735.66
19,10,12,15,17.3,8,768.29,740.07,730.84,736.49,735.06,768.49,740.27,731.14,736.69,735.16,769.09,740.47,731.24,736.79,735.11
19,10,12,15,17.3,8,768.29,740.07,730.84,736.49,735.06,768.49,740.27,731.14,736.69,735.16,769.09,740.47,731.24,736.79,735.11
19,10,12,15,17.2,6.7,767.79,739.47,729.64,736.09,735.41,768.49,740.27,731.14,736.69,735.16,768.69,740.37,731.74,737.39,735.61
19,10,12,15,17.2,6.7,767.79,739.47,729.64,736.09,735.41,768.29,740.07,730.84,736.49,735.06,768.69,740.37,731.74,737.39,735.61
18.8,10,12,15,17.2,6.7,767.59,739.07,729.04,735.89,730.21,768.29,740.07,730.84,736.49,735.06,768.49,740.27,731.14,736.69,735.16
18.8,10,12,15,17.2,6.7,767.19,739.07,729.04,735.89,730.21,767.79,739.47,729.64,736.09,735.41,768.49,740.27,731.14,736.69,735.16
18.8,10,12,15,17.2,6.7,767.19,739.07,729.04,735.89,730.21,767.79,739.47,729.64,736.09,735.41,768.49,740.27,731.14,736.69,735.16
18.8,10,12,15,17.2,6.7,767.19,739.07,729.04,735.89,730.21,767.59,739.07,729.04,735.89,730.21,768.29,740.07,730.84,736.49,735.06
18.8,9.8,11.8,14.9,16,5.2,767.59,739.17,729.64,736.49,730.51,767.19,739.07,729.04,735.89,730.21,768.29,740.07,730.84,736.49,735.06
18.8,9.8,11.8,14.9,16,5.2,767.59,739.17,729.64,736.49,730.51,767.19,739.07,729.04,735.89,730.21,767.79,739.47,729.64,736.09,735.41
18.9,9.7,11.9,14.8,15.6,8.5,766.79,738.67,728.94,735.89,731.61,767.19,739.07,729.04,735.89,730.21,767.79,739.47,729.64,736.09,735.41
18.9,9.7,11.9,14.8,15.6,8.5,766.79,738.67,728.94,735.89,731.61,767.59,739.17,729.64,736.49,730.51,767.59,739.07,729.04,735.89,730.21
18.8,9.8,11.8,14.7,15.8,5,766.59,738.17,728.84,735.69,730.71,767.59,739.17,729.64,736.49,730.51,767.19,739.07,729.04,735.89,730.21
18.8,9.8,11.8,14.7,15.8,5,766.59,738.17,728.84,735.69,730.71,766.79,738.67,728.94,735.89,731.61,767.19,739.07,729.04,735.89,730.21
18.7,9.7,11.8,14.5,16,5.4,766.39,737.77,728.94,735.39,730.41,766.79,738.67,728.94,735.89,731.61,767.19,739.07,729.04,735.89,730.21
18.7,9.8,11.8,14.5,16,5.4,766.39,737.67,728.94,735.39,730.41,766.59,738.17,728.84,735.69,730.71,767.59,739.17,729.64,736.49,730.51
18.7,9.8,11.8,14.5,16,5.4,766.39,737.67,728.94,735.39,730.41,766.59,738.17,728.84,735.69,730.71,767.59,739.17,729.64,736.49,730.51
18.7,9.8,11.8,14.5,16,5.4,766.39,737.67,728.94,735.39,730.41,766.39,737.77,728.94,735.39,730.41,766.79,738.67,728.94,735.89,731.61
18.9,9.6,11.6,14.5,15.5,8,765.99,737.17,728.64,735.29,732.01,766.39,737.67,728.94,735.39,730.41,766.79,738.67,728.94,735.89,731.61
18.9,9.6,11.6,14.53,15.5,8,765.99,737.17,728.64,735.29,732.01,766.39,737.67,728.94,735.39,730.41,766.59,738.17,728.84,735.69,730.71
18.6,9.6,11.6,14.6,15.8,8,765.89,736.87,727.94,734.89,732.61,766.39,737.67,728.94,735.39,730.41,766.59,738.17,728.84,735.69,730.71
18.6,9.6,11.6,14.6,15.8,8,765.89,736.87,727.94,734.89,732.61,765.99,737.17,728.64,735.29,732.01,766.39,737.77,728.94,735.39,730.41
15.2,9.5,11.4,13.4,11.5,8,767.89,735.87,729.94,736.69,732.11,765.99,737.17,728.64,735.29,732.01,766.39,737.67,728.94,735.39,730.41
15.2,9.5,11.4,13.4,11.5,8,767.89,735.87,729.94,736.69,732.11,765.89,736.87,727.94,734.89,732.61,766.39,737.67,728.94,735.39,730.41
15.2,9.5,11.4,13.4,11.5,8,767.89,735.87,729.94,736.69,732.11,765.89,736.87,727.94,734.89,732.61,766.39,737.67,728.94,735.39,730.41
15.2,9.5,11.5,13.4,11.8,8,768.29,735.37,729.64,736.69,729.91,767.89,735.87,729.94,736.69,732.11,765.99,737.17,728.64,735.29,732.01
15.2,9.5,11.5,13.4,11.8,8,768.29,735.37,729.64,736.69,729.91,767.89,735.87,729.94,736.69,732.11,765.99,737.17,728.64,735.29,732.01
15.2,9.5,11.5,13.4,11.8,8,768.29,735.37,729.64,736.69,729.91,767.89,735.87,729.94,736.69,732.11,765.89,736.87,727.94,734.89,732.61
15.2,9.5,11.5,13.4,11.8,8,768.29,735.37,729.64,736.69,729.91,768.29,735.37,729.64,736.69,729.91,765.89,736.87,727.94,734.89,732.61
6,9.4,11.3,6,5,8,774.79,734.57,740.64,739.79,736.81,768.29,735.37,729.64,736.69,729.91,767.89,735.87,729.94,736.69,732.11
6,9.4,11.3,6,5,8,774.79,734.57,740.64,739.79,736.81,768.29,735.37,729.64,736.69,729.91,767.89,735.87,729.94,736.69,732.11
6,9.4,11.3,6,5,8,774.79,734.57,740.64,739.79,736.81,768.29,735.37,729.64,736.69,729.91,767.89,735.87,729.94,736.69,732.11
17,9.3,11.3,13.3,15.2,8.7,767.79,734.47,730.34,736.39,732.21,774.79,734.57,740.64,739.79,736.81,768.29,735.37,729.64,736.69,729.91
17,9.3,11.3,13.3,15.2,8.7,767.79,734.47,730.34,736.39,732.21,774.79,734.57,740.64,739.79,736.81,768.29,735.37,729.64,736.69,729.91
17,9.3,11.3,13.3,15.2,8.7,767.79,734.47,730.34,736.39,732.21,774.79,734.57,740.64,739.79,736.81,768.29,735.37,729.64,736.69,729.91
18,9.4,11,14.3,17.3,4.5,767.19,734.27,728.44,734.84,731.31,767.79,734.47,730.34,736.39,732.21,768.29,735.37,729.64,736.69,729.91
18,9.4,11,14.3,17.3,4.5,767.19,734.27,728.44,734.79,731.31,767.79,734.47,730.34,736.39,732.21,774.79,734.57,740.64,739.79,736.81
18,9.4,11,14.3,17.3,4.5,767.19,734.27,728.44,734.79,731.31,767.79,734.47,730.34,736.39,732.21,774.79,734.57,740.64,739.79,736.81
14,9.4,11,12.7,14.3,4.5,769.99,732.87,730.54,735.29,734.01,767.19,734.27,728.44,734.84,731.31,774.79,734.57,740.64,739.79,736.81
14,9.4,11,12.7,14.3,4.5,769.99,732.87,730.54,735.29,734.11,767.19,734.27,728.44,734.79,731.31,767.79,734.47,730.34,736.39,732.21
14,9.4,11,12.7,14.3,4.5,769.99,732.87,730.54,735.29,734.11,767.19,734.27,728.44,734.79,731.31,767.79,734.47,730.34,736.39,732.21
18,9.4,10.5,14.3,17.2,10.8,767.39,732.47,728.64,734.79,730.01,769.99,732.87,730.54,735.29,734.01,767.79,734.47,730.34,736.39,732.21
18,9.4,10.5,14.3,17.2,10.8,767.39,732.47,728.64,734.79,730.01,769.99,732.87,730.54,735.29,734.11,767.19,734.27,728.44,734.84,731.31
17.8,9.4,11,14.2,17,7.2,767.19,731.97,728.04,733.29,729.91,769.99,732.87,730.54,735.29,734.11,767.19,734.27,728.44,734.79,731.31
17.8,9.4,11,14.2,17,7.2,767.19,731.97,728.04,733.29,729.91,767.39,732.47,728.64,734.79,730.01,767.19,734.27,728.44,734.79,731.31
17.8,9.4,11,14.2,17,7.2,767.19,731.97,728.04,733.29,729.91,767.39,732.47,728.64,734.79,730.01,769.99,732.87,730.54,735.29,734.01
6,9.4,10,5.8,5.8,11.8,774.49,731.37,739.84,738.19,733.71,767.19,731.97,728.04,733.29,729.91,769.99,732.87,730.54,735.29,734.11
6,9.4,10,5.8,5.8,11.8,774.49,731.37,739.84,738.19,733.71,767.19,731.97,728.04,733.29,729.91,769.99,732.87,730.54,735.29,734.11
6,9.4,10,5.8,5.8,11.8,774.49,731.37,739.84,738.19,733.71,767.19,731.97,728.04,733.29,729.91,767.39,732.47,728.64,734.79,730.01
15.2,9.6,11,13.5,15,10,769.29,731.07,728.64,734.59,730.81,774.49,731.37,739.84,738.19,733.71,767.39,732.47,728.64,734.79,730.01
15.2,9.6,11,13.5,15,10,769.29,731.07,728.64,734.59,730.81,774.49,731.37,739.84,738.19,733.71,767.19,731.97,728.04,733.29,729.91
15.2,9.6,11,13.5,15,10,769.29,731.07,728.64,734.59,730.81,774.49,731.37,739.84,738.19,733.71,767.19,731.97,728.04,733.29,729.91
16.5,9.7,10,11.9,11.8,10,768.09,729.07,730.64,735.39,732.91,769.29,731.07,728.64,734.59,730.81,767.19,731.97,728.04,733.29,729.91
16.5,9.7,10,11.9,11.8,10,768.09,729.07,730.64,735.39,732.91,769.29,731.07,728.64,734.59,730.81,774.49,731.37,739.84,738.19,733.71
16.5,9.7,10,11.9,11.8,10,768.09,729.17,730.64,735.39,732.91,769.29,731.07,728.64,734.59,730.81,774.49,731.37,739.84,738.19,733.71
16.3,9.7,11.8,14.2,15.6,10.4,767.89,728.77,727.04,734.49,726.61,768.09,729.07,730.64,735.39,732.91,774.49,731.37,739.84,738.19,733.71
16.3,9.7,11.8,14.2,15.6,10.4,767.89,728.77,727.04,734.39,726.61,768.09,729.07,730.64,735.39,732.91,769.29,731.07,728.64,734.59,730.81
16.3,9.4,11.7,14,15.7,10.2,767.69,728.57,726.84,734.19,723.61,768.09,729.17,730.64,735.39,732.91,769.29,731.07,728.64,734.59,730.81
16.3,9.4,11.7,14,15.7,10.2,767.69,728.57,726.84,734.19,723.61,767.89,728.77,727.04,734.49,726.61,769.29,731.07,728.64,734.59,730.81
13,9.4,11.6,11.3,12.7,8,769.79,727.87,730.74,734.29,729.11,767.89,728.77,727.04,734.39,726.61,768.09,729.07,730.64,735.39,732.91
13,9.4,11.6,11.3,12.7,8,769.79,727.87,730.74,734.29,729.11,767.69,728.57,726.84,734.19,723.61,768.09,729.07,730.64,735.39,732.91
13,9.4,11.6,11.3,12.7,8,769.79,727.87,730.74,734.29,729.11,767.69,728.57,726.84,734.19,723.61,768.09,729.17,730.64,735.39,732.91
16,9.3,11.6,13.8,16.2,8.2,767.89,727.47,727.24,733.99,729.21,769.79,727.87,730.74,734.29,729.11,767.89,728.77,727.04,734.49,726.61
16,9.3,11.6,13.8,16.2,8.2,767.89,727.47,727.24,733.99,729.21,769.79,727.87,730.74,734.29,729.11,767.89,728.77,727.04,734.39,726.61
16,9.4,11.5,13.7,15.8,8.3,767.59,727.27,726.84,732.39,729.11,769.79,727.87,730.74,734.29,729.11,767.69,728.57,726.84,734.19,723.61
11,9.3,11.5,9.3,10.8,8.3,770.79,726.37,733.44,734.59,730.71,767.89,727.47,727.24,733.99,729.21,767.69,728.57,726.84,734.19,723.61
11,9.3,11.5,9.3,10.8,8.3,770.79,726.37,733.44,734.59,730.71,767.89,727.47,727.24,733.99,729.21,769.79,727.87,730.74,734.29,729.11
11,9.4,11.4,9.3,11,8.6,770.89,725.97,733.54,734.59,729.51,767.59,727.27,726.84,732.39,729.11,769.79,727.87,730.74,734.29,729.11
11,9.4,11.4,9.3,11,8.6,770.89,725.97,733.54,734.59,729.51,770.79,726.37,733.44,734.59,730.71,769.79,727.87,730.74,734.29,729.11
11,9.4,11.4,9.3,11,8.6,770.89,725.97,733.54,734.59,729.51,770.79,726.37,733.44,734.59,730.71,767.89,727.47,727.24,733.99,729.21
17,9.3,11.5,13,14,8,768.29,725.87,728.54,733.44,729.11,770.89,725.97,733.54,734.59,729.51,767.89,727.47,727.24,733.99,729.21
17,9.3,11.5,13,14,8,768.29,725.87,728.54,733.44,729.11,770.89,725.97,733.54,734.59,729.51,767.59,727.27,726.84,732.39,729.11
12,9.3,11.4,10.5,11,8,774.99,724.87,732.44,734.19,728.61,770.89,725.97,733.54,734.59,729.51,770.79,726.37,733.44,734.59,730.71
12,9.3,11.4,10.5,11,8,774.99,724.87,732.44,734.19,728.61,768.29,725.87,728.54,733.44,729.11,770.79,726.37,733.44,734.59,730.71
14,9.3,11.3,12.7,13,7.8,772.79,724.47,728.74,733.79,728.46,768.29,725.87,728.54,733.44,729.11,770.89,725.97,733.54,734.59,729.51
14,9.3,11.3,12.7,13,7.8,772.79,724.47,728.74,733.79,728.46,774.99,724.87,732.44,734.19,728.61,770.89,725.97,733.54,734.59,729.51
14,9.3,11.3,12.7,13,7.8,772.79,724.47,728.74,733.79,728.46,774.99,724.87,732.44,734.19,728.61,770.89,725.97,733.54,734.59,729.51
5,9.3,11,4.6,5,9.5,774.19,724.27,740.84,738.79,732.51,772.79,724.47,728.74,733.79,728.46,768.29,725.87,728.54,733.44,729.11
5,9.3,11,4.6,5,7.8,774.19,724.27,740.84,738.79,732.51,772.79,724.47,728.74,733.79,728.46,768.29,725.87,728.54,733.44,729.11
5,9.3,11,4.6,5,9.5,774.19,724.27,740.84,738.79,732.51,772.79,724.47,728.74,733.79,728.46,774.99,724.87,732.44,734.19,728.61
5,9.3,11,4.6,5,7.8,774.19,724.27,740.84,738.79,732.51,774.19,724.27,740.84,738.79,732.51,774.99,724.87,732.44,734.19,728.61
15.5,9.2,11,13.4,16,9.5,772.94,724.27,728.64,733.59,728.51,774.19,724.27,740.84,738.79,732.51,772.79,724.47,728.74,733.79,728.46
15.5,9.2,11,13.4,16,9.5,772.94,724.27,728.64,733.59,728.51,774.19,724.27,740.84,738.79,732.51,772.79,724.47,728.74,733.79,728.46
15.5,9.2,11,13.4,16,9.5,772.94,724.27,728.64,733.59,728.51,774.19,724.27,740.84,738.79,732.51,772.79,724.47,728.74,733.79,728.46
18,9.2,11,14.8,16.8,11.2,768.59,724.07,727.54,733.14,728.06,772.94,724.27,728.64,733.59,728.51,774.19,724.27,740.84,738.79,732.51
18,9.2,11,14.8,16.8,11.2,768.59,724.07,727.54,733.14,728.06,772.94,724.27,728.64,733.59,728.51,774.19,724.27,740.84,738.79,732.51
10,9.2,11,9.2,10.4,10.3,773.69,723.77,731.64,734.29,729.21,772.94,724.27,728.64,733.59,728.51,774.19,724.27,740.84,738.79,732.51
10,9.2,11,9.2,10.4,10.3,773.69,723.77,731.64,734.29,729.21,768.59,724.07,727.54,733.14,728.06,774.19,724.27,740.84,738.79,732.51
18,9.3,11,14.4,16.8,10.3,769.39,721.97,727.54,733.19,724.41,768.59,724.07,727.54,733.14,728.06,772.94,724.27,728.64,733.59,728.51
18,9.3,11,14.4,16.8,10.3,769.39,721.97,727.54,733.19,724.41,773.69,723.77,731.64,734.29,729.21,772.94,724.27,728.64,733.59,728.51
18,9.3,9.8,14.3,17,8,769.09,721.57,727.44,733.04,724.86,773.69,723.77,731.64,734.29,729.21,772.94,724.27,728.64,733.59,728.51
18,9.2,10.7,14.2,16.4,8,768.09,721.47,724.84,731.34,723.71,769.39,721.97,727.54,733.19,724.41,768.59,724.07,727.54,733.14,728.06
18,9.2,10.7,14.2,16.4,8,768.09,721.47,724.84,731.34,723.71,769.39,721.97,727.54,733.19,724.41,768.59,724.07,727.54,733.14,728.06
15.8,9,10,11.7,10,7.7,768.09,721.67,728.44,733.99,728.71,769.09,721.57,727.44,733.04,724.86,773.69,723.77,731.64,734.29,729.21
15.8,9,10,11.7,10,7.7,768.09,721.67,728.44,733.99,728.71,768.09,721.47,724.84,731.34,723.71,773.69,723.77,731.64,734.29,729.21
15.8,9,10,11.7,10,7.7,768.09,721.67,728.44,733.99,728.71,768.09,721.47,724.84,731.34,723.71,769.39,721.97,727.54,733.19,724.41
15.8,9,10,11.7,10,7.7,768.09,721.67,728.44,733.99,728.71,768.09,721.67,728.44,733.99,728.71,769.39,721.97,727.54,733.19,724.41
14.3,9.1,10.5,10.3,11.4,8.7,769.69,721.57,731.94,734.49,728.91,768.09,721.67,728.44,733.99,728.71,769.09,721.57,727.44,733.04,724.86
14.3,9.1,10.5,10.3,11.4,8.7,769.69,721.57,731.94,734.49,728.91,768.09,721.67,728.44,733.99,728.71,768.09,721.47,724.84,731.34,723.71
14.3,9.1,10.5,10.3,11.4,8.7,769.69,721.57,731.94,734.49,728.91,768.09,721.67,728.44,733.99,728.71,768.09,721.47,724.84,731.34,723.71
10,10.3,10.4,8.5,6.2,8,771.99,739.37,734.34,736.14,732.61,769.69,721.57,731.94,734.49,728.91,768.09,721.67,728.44,733.99,728.71
10,10.3,10.4,8.5,6.2,8,771.99,739.37,734.34,736.14,732.61,769.69,721.57,731.94,734.49,728.91,768.09,721.67,728.44,733.99,728.71
16,9,11,12,12.5,9,769.09,722.37,729.24,733.89,729.31,769.69,721.57,731.94,734.49,728.91,768.09,721.67,728.44,733.99,728.71
16,9,11,12,12.5,9,769.09,722.37,729.24,733.89,729.31,771.99,739.37,734.34,736.14,732.61,768.09,721.67,728.44,733.99,728.71
16,9,11,12,12.5,9,769.09,722.37,729.24,733.89,729.31,771.99,739.37,734.34,736.14,732.61,769.69,721.57,731.94,734.49,728.91
16,9,11,12,12.4,8.2,768.29,721.67,728.84,733.64,728.01,769.09,722.37,729.24,733.89,729.31,769.69,721.57,731.94,734.49,728.91
16,9,11,12,12.4,8.2,768.29,721.67,728.84,733.64,728.01,769.09,722.37,729.24,733.89,729.31,769.69,721.57,731.94,734.49,728.91
14.2,9,9.5,10.3,10,8,769.29,720.57,731.14,734.39,730.61,769.09,722.37,729.24,733.89,729.31,771.99,739.37,734.34,736.14,732.61
14.2,9,9.5,10.3,10,8,769.29,720.57,731.14,734.39,730.61,768.29,721.67,728.84,733.64,728.01,771.99,739.37,734.34,736.14,732.61
16,9.3,10.1,12.8,13,8,768.29,720.27,728.74,733.09,728.21,768.29,721.67,728.84,733.64,728.01,769.09,722.37,729.24,733.89,729.31
16,9.3,10.1,12.8,13,8,768.29,720.27,728.74,733.09,728.21,769.29,720.57,731.14,734.39,730.61,769.09,722.37,729.24,733.89,729.31
16,9.3,10.1,12.8,13,8,768.29,720.27,728.74,733.09,728.21,769.29,720.57,731.14,734.39,730.61,769.09,722.37,729.24,733.89,729.31
18,9.3,11.8,13.5,14.6,7.2,765.99,719.87,728.24,732.69,728.31,768.29,720.27,728.74,733.09,728.21,768.29,721.67,728.84,733.64,728.01
18,9.3,11.8,13.5,14.6,7.2,765.99,719.87,728.24,732.69,728.31,768.29,720.27,728.74,733.09,728.21,768.29,721.67,728.84,733.64,728.01
13,9.3,11.7,8.7,6.8,7.2,771.59,718.57,732.84,734.89,729.31,768.29,720.27,728.74,733.09,728.21,769.29,720.57,731.14,734.39,730.61
13,9.3,11.7,8.7,6.8,7.2,771.59,718.57,732.84,734.89,729.31,765.99,719.87,728.24,732.69,728.31,769.29,720.57,731.14,734.39,730.61
18,9.1,11.6,13,13.6,7.2,766.39,718.27,728.94,732.89,729.21,765.99,719.87,728.24,732.69,728.31,768.29,720.27,728.74,733.09,728.21
18,9.1,11.6,13,13.6,7.2,766.39,718.27,728.94,732.89,729.21,771.59,718.57,732.84,734.89,729.31,768.29,720.27,728.74,733.09,728.21
18,9.1,11.6,13,13.6,7.2,766.39,718.27,728.94,732.89,729.21,771.59,718.57,732.84,734.89,729.31,768.29,720.27,728.74,733.09,728.21
17.8,9.1,11.5,13.8,13.7,7.2,765.99,717.97,728.24,732.69,728.21,766.39,718.27,728.94,732.89,729.21,765.99,719.87,728.24,732.69,728.31
17.8,9.1,11.5,13.8,13.7,7.2,765.99,717.97,728.24,732.69,728.21,766.39,718.27,728.94,732.89,729.21,765.99,719.87,728.24,732.69,728.31
12,9,11.5,8,7.8,7.2,774.39,717.87,733.14,734.94,730.11,766.39,718.27,728.94,732.89,729.21,771.59,718.57,732.84,734.89,729.31
12,9,11.5,8,7.8,7.2,774.39,717.87,733.14,734.94,730.11,765.99,717.97,728.24,732.69,728.21,771.59,718.57,732.84,734.89,729.31
13,8.7,11.5,10.2,10.3,7.7,771.29,717.97,731.54,733.79,728.41,765.99,717.97,728.24,732.69,728.21,766.39,718.27,728.94,732.89,729.21
13,8.7,11.5,10.2,10.3,7.7,771.29,717.97,731.54,733.79,728.41,774.39,717.87,733.14,734.94,730.11,766.39,718.27,728.94,732.89,729.21
13,8.7,11.5,10.2,10.3,7.7,771.29,717.97,731.54,733.79,728.41,774.39,717.87,733.14,734.94,730.11,766.39,718.27,728.94,732.89,729.21
8,8.8,11.6,7,7,7.7,772.69,717.87,734.84,735.19,728.21,771.29,717.97,731.54,733.79,728.41,765.99,717.97,728.24,732.69,728.21
8,3.5,11.6,7,7,7.7,772.69,717.87,734.84,735.19,728.21,771.29,717.97,731.54,733.79,728.41,765.99,717.97,728.24,732.69,728.21
12,3.5,11.4,9.3,8.7,8.4,771.69,735.17,731.94,734.39,727.81,771.29,717.97,731.54,733.79,728.41,774.39,717.87,733.14,734.94,730.11
12,3.5,11.4,9.3,8.7,8.4,771.69,735.17,731.94,734.39,727.81,772.69,717.87,734.84,735.19,728.21,774.39,717.87,733.14,734.94,730.11
8,5,5,7.8,7.7,8.4,773.74,739.57,734.54,735.54,734.31,772.69,717.87,734.84,735.19,728.21,771.29,717.97,731.54,733.79,728.41
8,5,5,7.8,7.7,8.4,773.74,739.57,734.54,735.54,734.31,771.69,735.17,731.94,734.39,727.81,771.29,717.97,731.54,733.79,728.41
8,5,5,7.8,7.7,8.4,773.74,739.57,734.54,735.54,734.31,771.69,735.17,731.94,734.39,727.81,771.29,717.97,731.54,733.79,728.41
8,5,5,7.8,7.7,8.4,773.74,739.57,734.54,735.54,734.31,773.74,739.57,734.54,735.54,734.31,772.69,717.87,734.84,735.19,728.21
8,10,11.7,8.2,8.4,8.4,774.89,717.57,734.44,735.79,738.11,773.74,739.57,734.54,735.54,734.31,772.69,717.87,734.84,735.19,728.21
8,10,11.7,8.2,8.4,8.4,774.89,717.57,734.44,735.79,738.11,773.74,739.57,734.54,735.54,734.31,771.69,735.17,731.94,734.39,727.81
8,10,11.7,8.2,8.4,8.4,774.89,717.57,734.44,735.79,738.11,773.74,739.57,734.54,735.54,734.31,771.69,735.17,731.94,734.39,727.81
12,8,9,11,11,9.8,772.19,718.97,731.34,733.59,733.41,774.89,717.57,734.44,735.79,738.11,773.74,739.57,734.54,735.54,734.31
12,8,9,11,11,9.8,772.19,718.97,731.34,733.59,733.41,774.89,717.57,734.44,735.79,738.11,773.74,739.57,734.54,735.54,734.31
12,8,9,11,11,9.8,772.19,718.97,731.34,733.59,733.41,774.89,717.57,734.44,735.79,738.11,773.74,739.57,734.54,735.54,734.31
12,8,11,11,11,9.4,772.04,719.07,730.94,733.39,732.71,772.19,718.97,731.34,733.59,733.41,773.74,739.57,734.54,735.54,734.31
12,8,11,11,11,9.4,772.04,719.07,730.94,733.39,732.71,772.19,718.97,731.34,733.59,733.41,774.89,717.57,734.44,735.79,738.11
9,8,9.4,8,7.6,9.7,774.39,722.37,734.34,735.69,732.21,772.19,718.97,731.34,733.59,733.41,774.89,717.57,734.44,735.79,738.11
9,8,9.4,8,7.6,9.7,774.39,722.37,734.34,735.69,732.21,772.04,719.07,730.94,733.39,732.71,774.89,717.57,734.44,735.79,738.11
13,8,9.4,12,12,9.7,771.89,722.87,730.74,733.29,736.11,772.04,719.07,730.94,733.39,732.71,772.19,718.97,731.34,733.59,733.41
13,8,9.4,12,12,9.7,771.89,722.87,730.74,733.29,736.11,774.39,722.37,734.34,735.69,732.21,772.19,718.97,731.34,733.59,733.41
13,8,9.4,12,12,9.7,771.89,722.87,730.74,733.29,736.11,774.39,722.37,734.34,735.69,732.21,772.19,718.97,731.34,733.59,733.41
16,8,10,13.6,14,8.6,769.19,722.97,728.34,732.59,733.01,771.89,722.87,730.74,733.29,736.11,772.04,719.07,730.94,733.39,732.71
16,8,10,13.6,14,8.6,769.19,722.97,728.34,732.59,733.01,771.89,722.87,730.74,733.29,736.11,772.04,719.07,730.94,733.39,732.71
5,0,5,5,5,5,769.99,730.07,729.34,733.08,733.56,771.89,722.87,730.74,733.29,736.11,774.39,722.37,734.34,735.69,732.21
5,0,5,5,5,5,770.79,731.27,730.24,733.57,734.12,769.19,722.97,728.34,732.59,733.01,774.39,722.37,734.34,735.69,732.21
