QB1,QB31,QB4,QB7,QFV1,QFV2,HB1,HB31,HB7,HFV1,HFV2,3dHB1,3dHB31,3dHB7,3dHFV1,3dHFV2,1sHB1,1sHB31,1sHB7,1sHFV1,1sHFV2
12,5,8,7,8,0,769.49,729.77,731.44,740.69,747.81,772.49,728.57,731.94,741.19,746.71,768.09,727.27,730.54,740.29,746.11
7,5,6,6,8,0,771.89,730.27,732.64,741.29,747.31,769.79,728.97,730.34,740.79,747.31,766.49,727.27,729.74,740.39,746.11
7,5,6,6,8,0,774.29,730.67,733.74,740.89,747.11,767.09,729.37,730.24,741.59,747.71,770.89,727.67,731.84,740.69,746.41
7,5,6,6,0,0,776.69,731.17,734.94,741.49,747.21,769.49,729.77,731.44,740.69,747.81,775.19,728.17,733.54,740.99,747.41
19,5,9,9,7,0,774.79,740.37,735.94,742.59,751.21,771.89,730.27,732.64,741.29,747.31,772.49,728.57,731.94,741.19,746.71
19,5,9,9,7,0,772.99,739.97,734.94,746.99,747.91,774.29,730.67,733.74,740.89,747.11,769.79,728.97,730.34,740.79,747.31
19,6,9,9,7,0,771.39,738.17,733.94,746.79,747.81,776.69,731.17,734.94,741.49,747.21,767.09,729.37,730.24,741.59,747.71
19,5,9,9,7,0,769.69,736.17,732.84,744.19,748.11,774.79,740.37,735.94,742.59,751.21,769.49,729.77,731.44,740.69,747.81
19,5,9,9,7,0,767.99,732.97,731.84,745.79,747.91,772.99,739.97,734.94,746.99,747.91,771.89,730.27,732.64,741.29,747.31
14,5,7,7,7,0,768.99,731.57,732.64,746.39,747.51,771.39,738.17,733.94,746.79,747.81,774.29,730.67,733.74,740.89,747.11
14,5,7,7,7,0,771.69,735.77,733.24,743.79,748.11,769.69,736.17,732.84,744.19,748.11,776.69,731.17,734.94,741.49,747.21
19,5,9,7,7,0,774.79,740.57,734.34,742.59,748.21,767.99,732.97,731.84,745.79,747.91,774.79,740.37,735.94,742.59,751.21
19,5,9,9,7,0,766.29,731.57,732.44,744.49,747.51,768.99,731.57,732.64,746.39,747.51,772.99,739.97,734.94,746.99,747.91
19,5,9,9,7,0,766.19,735.37,732.24,743.49,747.81,771.69,735.77,733.24,743.79,748.11,771.39,738.17,733.94,746.79,747.81
19,5,9,9,7,0,765.79,736.97,731.74,744.59,747.71,774.79,740.57,734.34,742.59,748.21,769.69,736.17,732.84,744.19,748.11
19,5,9,9,7,0,765.49,730.97,731.04,741.19,747.71,766.29,731.57,732.44,744.49,747.51,767.99,732.97,731.84,745.79,747.91
13,5,7,7,7,0,768.99,739.67,732.64,741.99,747.91,766.19,735.37,732.24,743.49,747.81,768.99,731.57,732.64,746.39,747.51
13,5,7,7,7,0,772.09,740.37,734.14,742.59,748.21,765.79,736.97,731.74,744.59,747.71,771.69,735.77,733.24,743.79,748.11
19,5,9,9,7,0,769.99,739.67,733.04,742.09,747.81,765.49,730.97,731.04,741.19,747.71,774.79,740.57,734.34,742.59,748.21
19,5,9,9,7,0,767.79,735.27,732.04,741.99,747.91,768.99,739.67,732.64,741.99,747.91,766.29,731.57,732.44,744.49,747.51
19,5,9,9,5,0,765.49,730.97,730.94,741.19,747.71,772.09,740.37,734.14,742.59,748.21,766.19,735.37,732.24,743.49,747.81
19,5,9,9,5,0,765.39,736.57,730.94,741.19,748.91,769.99,739.67,733.04,742.09,747.81,765.79,736.97,731.74,744.59,747.71
19,0,9,9,5,0,765.29,739.97,730.94,741.19,746.01,767.79,735.27,732.04,741.99,747.91,765.49,730.97,731.04,741.19,747.71
8,6,6,6,0,0,768.39,736.07,732.64,743.49,747.91,765.49,730.97,730.94,741.19,747.71,768.99,739.67,732.64,741.99,747.91
8,5,6,6,0,5,771.59,738.77,734.24,742.99,748.01,765.39,736.57,730.94,741.19,748.91,772.09,740.37,734.14,742.59,748.21
8,0,6,6,0,0,774.79,740.37,735.94,742.59,748.21,765.29,739.97,730.94,741.19,746.01,769.99,739.67,733.04,742.09,747.81
19,5,9,9,6,0,772.39,739.57,734.64,741.99,748.41,768.39,736.07,732.64,743.49,747.91,767.79,735.27,732.04,741.99,747.91
19,5,9,9,6,0,770.09,735.77,733.44,741.79,748.71,771.59,738.77,734.24,742.99,748.01,765.49,730.97,730.94,741.19,747.71
19,5,9,9,6,0,767.69,738.27,732.14,741.19,748.51,774.79,740.37,735.94,742.59,748.21,765.39,736.57,730.94,741.19,748.91
19,5,9,9,6,0,765.29,739.97,730.94,741.19,746.01,772.39,739.57,734.64,741.99,748.41,765.29,739.97,730.94,741.19,746.01
8,5,6,6,6,0,768.49,739.57,732.64,743.79,747.91,770.09,735.77,733.44,741.79,748.71,768.39,736.07,732.64,743.49,747.91
8,5,6,6,6,0,771.59,736.97,734.34,742.99,747.71,767.69,738.27,732.14,741.19,748.51,771.59,738.77,734.24,742.99,748.01
8,0,6,6,0,0,774.79,740.37,735.94,742.59,748.21,765.29,739.97,730.94,741.19,746.01,774.79,740.37,735.94,742.59,748.21
8,0,6,6,0,0,774.79,740.37,735.94,742.59,748.21,768.49,739.57,732.64,743.79,747.91,772.39,739.57,734.64,741.99,748.41
19,5,9,9,9,0,772.99,740.17,734.94,744.89,747.91,771.59,736.97,734.34,742.99,747.71,770.09,735.77,733.44,741.79,748.71
19,5,9,9,9,0,771.39,739.97,733.84,744.49,747.91,774.79,740.37,735.94,742.59,748.21,767.69,738.27,732.14,741.19,748.51
19,5,9,9,9,0,769.69,738.17,732.94,744.59,747.81,774.79,740.37,735.94,742.59,748.21,765.29,739.97,730.94,741.19,746.01
0,5,0,0,0,0,771.19,736.17,733.44,745.19,748.11,772.99,740.17,734.94,744.89,747.91,768.49,739.57,732.64,743.79,747.91
0,0,0,0,0,0,772.69,732.97,733.94,745.79,748.31,771.39,739.97,733.84,744.49,747.91,771.59,736.97,734.34,742.99,747.71
11,5,7,8,0,0,771.79,731.57,733.64,745.39,748.81,769.69,738.17,732.94,744.59,747.81,774.79,740.37,735.94,742.59,748.21
11,5,7,8,0,0,770.89,735.77,733.24,745.19,748.91,771.19,736.17,733.44,745.19,748.11,774.79,740.37,735.94,742.59,748.21
19,5,9,9,9,0,769.59,740.57,732.84,744.99,749.21,772.69,732.97,733.94,745.79,748.31,772.99,740.17,734.94,744.89,747.91
19,5,9,9,9,0,768.69,731.57,732.64,744.59,749.11,771.79,731.57,733.64,745.39,748.81,771.39,739.97,733.84,744.49,747.91
16,5,8,8,9,0,768.99,735.37,732.84,744.19,749.21,770.89,735.77,733.24,745.19,748.91,769.69,738.17,732.94,744.59,747.81
12,5,7,7,9,0,769.29,736.97,733.04,743.79,749.01,769.59,740.57,732.84,744.99,749.21,771.19,736.17,733.44,745.19,748.11
19,5,9,9,9,0,768.49,730.97,732.94,743.39,749.11,768.69,731.57,732.64,744.59,749.11,772.69,732.97,733.94,745.79,748.31
19,5,9,9,9,0,767.69,739.67,732.84,742.59,749.21,768.99,735.37,732.84,744.19,749.21,771.79,731.57,733.64,745.39,748.81
19,5,9,9,9,0,766.99,740.37,732.74,742.19,749.01,769.29,736.97,733.04,743.79,749.01,770.89,735.77,733.24,745.19,748.91
19,5,9,9,9,0,766.19,739.67,732.64,741.99,749.21,768.49,730.97,732.94,743.39,749.11,769.59,740.57,732.84,744.99,749.21
19,5,9,9,9,0,765.39,740.67,732.54,741.79,749.01,767.69,739.67,732.84,742.59,749.21,768.69,731.57,732.64,744.59,749.11
15,5,6,7,9,0,766.59,730.97,732.84,741.99,749.21,766.99,740.37,732.74,742.19,749.01,768.99,735.37,732.84,744.19,749.21
11,5,6,7,9,0,767.39,736.57,733.14,742.29,749.11,766.19,739.67,732.64,741.99,749.21,769.29,736.97,733.04,743.79,749.01
13,0,7,7,9,0,768.19,739.97,733.44,742.19,749.11,765.39,740.67,732.54,741.79,749.01,768.49,730.97,732.94,743.39,749.11
19,5,9,9,9,0,767.99,736.07,733.14,742.29,749.01,766.59,730.97,732.84,741.99,749.21,767.69,739.67,732.84,742.59,749.21
19,5,9,9,9,0,767.69,740.37,732.74,742.19,749.01,767.39,736.57,733.14,742.29,749.11,766.99,740.37,732.74,742.19,749.01
6,0,6,6,6,0,769.79,740.37,734.74,742.69,749.31,768.19,739.97,733.44,742.19,749.11,766.19,739.67,732.64,741.99,749.21
0,0,0,0,0,0,771.89,740.57,736.84,743.09,749.51,767.99,736.07,733.14,742.29,749.01,765.39,740.67,732.54,741.79,749.01
0,0,0,0,0,0,773.89,740.87,738.84,743.59,749.81,767.69,740.37,732.74,742.19,749.01,766.59,730.97,732.84,741.99,749.21
0,0,0,0,0,0,775.99,741.17,740.84,744.09,750.11,769.79,740.37,734.74,742.69,749.31,767.39,736.57,733.14,742.29,749.11
0,0,0,0,0,0,778.09,741.37,742.84,744.49,750.31,771.89,740.57,736.84,743.09,749.51,768.19,739.97,733.44,742.19,749.11
0,0,0,0,0,0,780.19,741.87,744.94,744.99,750.61,773.89,740.87,738.84,743.59,749.81,767.99,736.07,733.14,742.29,749.01
0,0,0,0,0,0,780.59,741.97,745.14,745.19,750.91,775.99,741.17,740.84,744.09,750.11,767.69,740.37,732.74,742.19,749.01
0,0,0,0,0,0,780.99,742.07,745.34,745.39,751.11,778.09,741.37,742.84,744.49,750.31,769.79,740.37,734.74,742.69,749.31
0,0,0,0,0,0,781.19,742.67,745.44,745.49,751.11,780.19,741.87,744.94,744.99,750.61,771.89,740.57,736.84,743.09,749.51
0,0,0,0,0,0,781.39,743.17,745.64,745.59,751.21,780.59,741.97,745.14,745.19,750.91,773.89,740.87,738.84,743.59,749.81
0,0,0,0,0,0,781.79,742.27,745.84,745.79,751.31,780.99,742.07,745.34,745.39,751.11,775.99,741.17,740.84,744.09,750.11
0,0,0,0,0,0,782.09,742.47,746.04,745.99,751.51,781.19,742.67,745.44,745.49,751.11,778.09,741.37,742.84,744.49,750.31
0,0,0,0,0,0,782.49,742.67,746.24,746.19,751.81,781.39,743.17,745.64,745.59,751.21,780.19,741.87,744.94,744.99,750.61
0.73,0,0.55,0.55,0.82,1.09,781.88,742.52,745.52,746.07,750.89,781.79,742.27,745.84,745.79,751.31,780.59,741.97,745.14,745.19,750.91
1.45,0,1.09,1.09,1.64,2.18,781.27,742.38,744.8,745.95,749.97,782.09,742.47,746.04,745.99,751.51,780.99,742.07,745.34,745.39,751.11
2.18,0,1.64,1.64,2.45,3.27,780.66,742.23,744.09,745.84,749.06,782.49,742.67,746.24,746.19,751.81,781.19,742.67,745.44,745.49,751.11
2.91,0,2.18,2.18,3.27,4.36,780.05,742.09,743.37,745.72,748.14,781.88,742.52,745.52,746.07,750.89,781.39,743.17,745.64,745.59,751.21
3.64,0,2.73,2.73,4.09,5.45,779.44,741.94,742.65,745.6,747.22,781.27,742.38,744.8,745.95,749.97,781.79,742.27,745.84,745.79,751.31
4.36,0,3.27,3.27,4.91,6.55,778.84,741.8,741.93,745.48,746.3,780.66,742.23,744.09,745.84,749.06,782.09,742.47,746.04,745.99,751.51
5.09,0,3.82,3.82,5.73,7.64,778.23,741.65,741.21,745.36,745.38,780.05,742.09,743.37,745.72,748.14,782.49,742.67,746.24,746.19,751.81
5.82,0,4.36,4.36,6.55,8.73,777.62,741.51,740.49,745.24,744.46,779.44,741.94,742.65,745.6,747.22,781.88,742.52,745.52,746.07,750.89
6.55,0,4.91,4.91,7.36,9.82,777.01,741.36,739.78,745.13,743.55,778.84,741.8,741.93,745.48,746.3,781.27,742.38,744.8,745.95,749.97
7.27,0,5.45,5.45,8.18,10.91,776.4,741.22,739.06,745.01,742.63,778.23,741.65,741.21,745.36,745.38,780.66,742.23,744.09,745.84,749.06
8,0,6,6,9,12,775.79,741.07,738.34,744.89,741.71,777.62,741.51,740.49,745.24,744.46,780.05,742.09,743.37,745.72,748.14
8,5,6,6,9,12,770.69,737.87,736.44,745.39,748.41,777.01,741.36,739.78,745.13,743.55,779.44,741.94,742.65,745.6,747.22
8,5,6,6,9,12,773.19,739.27,737.34,745.19,745.11,776.4,741.22,739.06,745.01,742.63,778.84,741.8,741.93,745.48,746.3
8,0,6,6,9,12,775.79,741.07,738.34,744.89,741.71,775.79,741.07,738.34,744.89,741.71,778.23,741.65,741.21,745.36,745.38
8,5,6,6,9,12,773.69,741.27,738.54,744.49,741.01,770.69,737.87,736.44,745.39,748.41,777.62,741.51,740.49,745.24,744.46
19,5,6,6,9,12,771.79,741.37,738.74,744.19,740.41,773.19,739.27,737.34,745.19,745.11,777.01,741.36,739.78,745.13,743.55
12,0,6,6,9,12,773.49,741.77,739.04,743.79,739.81,775.79,741.07,738.34,744.89,741.71,776.4,741.22,739.06,745.01,742.63
6,0,6,6,9,12,777.09,741.97,739.24,743.39,739.11,773.69,741.27,738.54,744.49,741.01,775.79,741.07,738.34,744.89,741.71
10,5,7,6,9,12,776.39,741.47,739.24,743.39,738.91,771.79,741.37,738.74,744.19,740.41,770.69,737.87,736.44,745.39,748.41
10,5,7,6,9,12,775.79,741.07,739.14,743.49,738.71,773.49,741.77,739.04,743.79,739.81,773.19,739.27,737.34,745.19,745.11
10,5,7,6,9,12,775.09,740.57,739.04,743.59,738.51,777.09,741.97,739.24,743.39,739.11,775.79,741.07,738.34,744.89,741.71
14,5,7,9,9,12,773.69,740.27,736.64,743.99,738.11,776.39,741.47,739.24,743.39,738.91,773.69,741.27,738.54,744.49,741.01
14,5,7,9,0,12,771.99,740.07,734.54,744.39,737.81,775.79,741.07,739.14,743.49,738.71,771.79,741.37,738.74,744.19,740.41
11,5,7,6,9,12,773.19,741.17,736.64,743.69,737.61,775.09,740.57,739.04,743.59,738.51,773.49,741.77,739.04,743.79,739.81
11,5,7,6,9,12,774.49,742.07,738.84,742.99,737.41,773.69,740.27,736.64,743.99,738.11,777.09,741.97,739.24,743.39,739.11
11,5,7,6,9,12,774.49,742.17,738.84,743.19,737.41,771.99,740.07,734.54,744.39,737.81,776.39,741.47,739.24,743.39,738.91
11,5,7,6,9,12,774.59,742.17,738.74,743.39,737.21,773.19,741.17,736.64,743.69,737.61,775.79,741.07,739.14,743.49,738.71
11,5,7,6,0,12,774.59,742.27,738.64,743.59,737.01,774.49,742.07,738.84,742.99,737.41,775.09,740.57,739.04,743.59,738.51
11,5,7,6,9,12,774.59,740.57,738.14,742.89,736.71,774.49,742.17,738.84,743.19,737.41,773.69,740.27,736.64,743.99,738.11
11,5,7,6,9,12,774.69,738.87,738.34,742.29,736.51,774.59,742.17,738.74,743.39,737.21,771.99,740.07,734.54,744.39,737.81
11,5,7,6,9,12,774.79,738.87,738.24,741.69,736.21,774.59,742.27,738.64,743.59,737.01,773.19,741.17,736.64,743.69,737.61
11,5,7,6,9,12,774.79,738.87,738.14,741.09,736.01,774.59,740.57,738.14,742.89,736.71,774.49,742.07,738.84,742.99,737.41
11,5,7,6,9,12,774.79,739.07,738.24,741.59,736.01,774.69,738.87,738.34,742.29,736.51,774.49,742.17,738.84,743.19,737.41
11,5,8,6,9,12,774.19,739.17,738.34,742.19,736.01,774.79,738.87,738.24,741.69,736.21,774.59,742.17,738.74,743.39,737.21
11,5,7,6,9,12,774.99,739.37,738.44,742.69,736.01,774.79,738.87,738.14,741.09,736.01,774.59,742.27,738.64,743.59,737.01
6,5,6,5,5,0,776.79,739.27,739.24,743.19,739.01,774.79,739.07,738.24,741.59,736.01,774.59,740.57,738.14,742.89,736.71
6,5,6,5,5,0,778.69,739.17,740.04,743.79,748.01,774.19,739.17,738.34,742.19,736.01,774.69,738.87,738.34,742.29,736.51
6,5,6,5,5,0,778.89,738.97,740.04,743.79,748.01,774.99,739.37,738.44,742.69,736.01,774.79,738.87,738.24,741.69,736.21
6,0,6,5,5,0,779.09,741.87,740.14,743.89,748.01,776.79,739.27,739.24,743.19,739.01,774.79,738.87,738.14,741.09,736.01
6,5,6,6,6,0,779.19,740.87,740.24,744.09,748.21,778.69,739.17,740.04,743.79,748.01,774.79,739.07,738.24,741.59,736.01
6,5,6,6,6,0,779.39,739.97,740.34,744.39,748.41,778.89,738.97,740.04,743.79,748.01,774.19,739.17,738.34,742.19,736.01
6,5,6,6,6,0,779.49,738.97,740.14,744.59,748.61,779.09,741.87,740.14,743.89,748.01,774.99,739.37,738.44,742.69,736.01
6,5,6,6,6,0,779.69,738.97,740.14,744.79,749.11,779.19,740.87,740.24,744.09,748.21,776.79,739.27,739.24,743.19,739.01
6,5,6,6,6,0,779.89,739.07,740.04,744.89,749.81,779.39,739.97,740.34,744.39,748.41,778.69,739.17,740.04,743.79,748.01
6,5,6,6,6,0,779.99,739.17,739.94,745.09,750.21,779.49,738.97,740.14,744.59,748.61,778.89,738.97,740.04,743.79,748.01
6,5,6,6,6,0,780.09,739.17,739.94,745.29,750.71,779.69,738.97,740.14,744.79,749.11,779.09,741.87,740.14,743.89,748.01
6,5,6,6,0,0,780.09,739.17,739.94,745.59,751.11,779.89,739.07,740.04,744.89,749.81,779.19,740.87,740.24,744.09,748.21
6,5,6,6,0,0,780.29,739.17,740.04,745.79,751.41,779.99,739.17,739.94,745.09,750.21,779.39,739.97,740.34,744.39,748.41
6,5,6,6,0,0,780.39,739.17,740.04,746.09,751.81,780.09,739.17,739.94,745.29,750.71,779.49,738.97,740.14,744.59,748.61
6,5,6,6,6,0,780.39,739.17,740.04,745.89,751.71,780.09,739.17,739.94,745.59,751.11,779.69,738.97,740.14,744.79,749.11
6,5,6,6,6,0,780.49,739.17,740.14,745.69,751.61,780.29,739.17,740.04,745.79,751.41,779.89,739.07,740.04,744.89,749.81
6,5,6,6,6,0,780.59,739.27,740.24,745.49,751.51,780.39,739.17,740.04,746.09,751.81,779.99,739.17,739.94,745.09,750.21
6,5,6,6,6,0,780.69,739.27,740.24,745.39,751.31,780.39,739.17,740.04,745.89,751.71,780.09,739.17,739.94,745.29,750.71
6,5,6,6,0,0,780.79,739.27,740.34,745.39,751.31,780.49,739.17,740.14,745.69,751.61,780.09,739.17,739.94,745.59,751.11
6,5,6,6,0,0,780.89,739.37,740.44,745.29,751.41,780.59,739.27,740.24,745.49,751.51,780.29,739.17,740.04,745.79,751.41
6,5,6,6,0,0,780.99,739.37,740.54,745.19,751.41,780.69,739.27,740.24,745.39,751.31,780.39,739.17,740.04,746.09,751.81
6,5,6,6,0,0,781.19,739.47,740.64,745.39,751.41,780.79,739.27,740.34,745.39,751.31,780.39,739.17,740.04,745.89,751.71
6,5,6,6,0,0,781.29,739.47,740.74,745.39,751.51,780.89,739.37,740.44,745.29,751.41,780.49,739.17,740.14,745.69,751.61
6,5,6,6,0,0,781.39,739.57,740.84,745.29,751.51,780.99,739.37,740.54,745.19,751.41,780.59,739.27,740.24,745.49,751.51
6,5,6,6,9,0,781.59,739.57,740.94,745.19,751.51,781.19,739.47,740.64,745.39,751.41,780.69,739.27,740.24,745.39,751.31
6,5,6,6,9,0,781.69,739.57,740.94,745.19,751.61,781.29,739.47,740.74,745.39,751.51,780.79,739.27,740.34,745.39,751.31
6,5,6,6,9,0,781.79,739.67,741.04,745.29,751.61,781.39,739.57,740.84,745.29,751.51,780.89,739.37,740.44,745.29,751.41
6,5,6,6,9,0,781.99,739.67,741.04,745.29,751.71,781.59,739.57,740.94,745.19,751.51,780.99,739.37,740.54,745.19,751.41
6,5,6,6,9,0,782.09,739.77,741.14,745.39,751.71,781.69,739.57,740.94,745.19,751.61,781.19,739.47,740.64,745.39,751.41
6,5,6,6,9,0,782.19,739.77,741.14,745.39,751.81,781.79,739.67,741.04,745.29,751.61,781.29,739.47,740.74,745.39,751.51
6,5,6,6,9,0,782.29,740.07,741.14,745.59,751.91,781.99,739.67,741.04,745.29,751.71,781.39,739.57,740.84,745.29,751.51
6,5,6,6,9,0,782.39,739.87,741.24,745.59,751.91,782.09,739.77,741.14,745.39,751.71,781.59,739.57,740.94,745.19,751.51
6,5,6,6,9,0,782.59,739.97,741.24,745.69,752.01,782.19,739.77,741.14,745.39,751.81,781.69,739.57,740.94,745.19,751.61
6,5,6,6,9,0,782.69,739.97,741.34,745.69,752.01,782.29,740.07,741.14,745.59,751.91,781.79,739.67,741.04,745.29,751.61
6,5,6,6,9,0,782.79,740.07,741.34,745.79,752.08,782.39,739.87,741.24,745.59,751.91,781.99,739.67,741.04,745.29,751.71
6,5,6,6,9,0,782.89,740.17,741.34,745.79,752.21,782.59,739.97,741.24,745.69,752.01,782.09,739.77,741.14,745.39,751.71
6,5,6,6,9,0,782.99,740.27,741.44,745.89,752.21,782.69,739.97,741.34,745.69,752.01,782.19,739.77,741.14,745.39,751.81
6,5,6,6,9,0,782.99,740.37,741.44,745.89,752.31,782.79,740.07,741.34,745.79,752.08,782.29,740.07,741.14,745.59,751.91
6,5,6,6,9,0,782.99,740.47,741.54,745.89,752.41,782.89,740.17,741.34,745.79,752.21,782.39,739.87,741.24,745.59,751.91
6,5,6,6,9,0,783.09,740.47,741.64,746.39,752.41,782.99,740.27,741.44,745.89,752.21,782.59,739.97,741.24,745.69,752.01
6,5,6,6,0,0,783.19,740.57,741.64,746.89,752.51,782.99,740.37,741.44,745.89,752.31,782.69,739.97,741.34,745.69,752.01
8,5,7,7,9,0,782.99,740.67,741.34,744.89,752.61,782.99,740.47,741.54,745.89,752.41,782.79,740.07,741.34,745.79,752.08
9,5,7,7,0,0,782.79,740.77,741.14,747.49,752.61,783.09,740.47,741.64,746.39,752.41,782.89,740.17,741.34,745.79,752.21
8,5,7,7,9,0,782.59,740.87,740.84,745.59,752.71,783.19,740.57,741.64,746.89,752.51,782.99,740.27,741.44,745.89,752.21
8,5,7,7,0,0,782.39,740.97,740.64,747.89,752.71,782.99,740.67,741.34,744.89,752.61,782.99,740.37,741.44,745.89,752.31
8,5,7,7,0,0,782.09,741.07,740.34,747.79,752.81,782.79,740.77,741.14,747.49,752.61,782.99,740.47,741.54,745.89,752.41
8,5,7,7,0,0,781.09,741.07,739.94,748.29,752.71,782.59,740.87,740.84,745.59,752.71,783.09,740.47,741.64,746.39,752.41
7,5,7,6,0,0,779.99,741.07,739.44,748.39,752.71,782.39,740.97,740.64,747.89,752.71,783.19,740.57,741.64,746.89,752.51
16,5,9,9,9,0,778.99,741.07,739.04,746.79,752.71,782.09,741.07,740.34,747.79,752.81,782.99,740.67,741.34,744.89,752.61
16,5,9,9,9,0,777.99,741.07,738.64,745.99,755.71,781.09,741.07,739.94,748.29,752.71,782.79,740.77,741.14,747.49,752.61
16,5,9,9,9,0,776.99,741.17,738.24,747.19,752.71,779.99,741.07,739.44,748.39,752.71,782.59,740.87,740.84,745.59,752.71
16,5,9,9,0,0,775.99,741.17,737.74,748.09,752.71,778.99,741.07,739.04,746.79,752.71,782.39,740.97,740.64,747.89,752.71
6,5,6,6,0,0,777.59,741.17,738.74,748.49,752.81,777.99,741.07,738.64,745.99,755.71,782.09,741.07,740.34,747.79,752.81
6,5,6,6,0,0,779.09,741.27,739.74,748.59,753.01,776.99,741.17,738.24,747.19,752.71,781.09,741.07,739.94,748.29,752.71
6,5,6,6,0,0,780.69,741.37,740.74,748.69,753.11,775.99,741.17,737.74,748.09,752.71,779.99,741.07,739.44,748.39,752.71
6,5,6,6,0,0,782.19,741.47,741.74,748.79,753.31,777.59,741.17,738.74,748.49,752.81,778.99,741.07,739.04,746.79,752.71
6,5,6,6,0,0,783.79,741.57,742.74,748.89,753.41,779.09,741.27,739.74,748.59,753.01,777.99,741.07,738.64,745.99,755.71
16,5,8,8,0,0,781.29,741.57,741.74,748.49,753.41,780.69,741.37,740.74,748.69,753.11,776.99,741.17,738.24,747.19,752.71
16,5,8,8,9,0,778.79,741.57,740.74,747.79,753.31,782.19,741.47,741.74,748.79,753.31,775.99,741.17,737.74,748.09,752.71
16,5,8,8,0,0,776.29,741.57,739.74,748.49,753.41,783.79,741.57,742.74,748.89,753.41,777.59,741.17,738.74,748.49,752.81
7,5,6,6,9,0,779.09,741.57,740.64,748.09,753.41,781.29,741.57,741.74,748.49,753.41,779.09,741.27,739.74,748.59,753.01
7,5,6,6,0,0,781.89,741.67,741.54,748.29,753.41,778.79,741.57,740.74,747.79,753.31,780.69,741.37,740.74,748.69,753.11
18,5,9,9,9,0,780.29,741.67,740.94,747.79,753.41,776.29,741.57,739.74,748.49,753.41,782.19,741.47,741.74,748.79,753.31
18,5,9,9,0,0,778.69,741.67,740.24,748.59,753.41,779.09,741.57,740.64,748.09,753.41,783.79,741.57,742.74,748.89,753.41
18,5,9,9,0,0,777.09,741.67,739.64,748.79,753.51,781.89,741.67,741.54,748.29,753.41,781.29,741.57,741.74,748.49,753.41
18,5,9,9,9,0,775.39,741.67,738.94,748.09,753.51,780.29,741.67,740.94,747.79,753.41,778.79,741.57,740.74,747.79,753.31
18,5,9,9,0,0,773.79,741.67,738.34,748.29,753.51,778.69,741.67,740.24,748.59,753.41,776.29,741.57,739.74,748.49,753.41
8,5,7,7,0,0,776.19,741.67,739.34,748.49,753.61,777.09,741.67,739.64,748.79,753.51,779.09,741.57,740.64,748.09,753.41
8,5,7,7,0,0,778.69,741.67,740.24,748.69,753.71,775.39,741.67,738.94,748.09,753.51,781.89,741.67,741.54,748.29,753.41
8,5,7,7,0,0,781.09,741.67,741.24,748.79,753.91,773.79,741.67,738.34,748.29,753.51,780.29,741.67,740.94,747.79,753.41
18,5,9,9,9,0,778.99,741.67,740.54,746.49,753.91,776.19,741.67,739.34,748.49,753.61,778.69,741.67,740.24,748.59,753.41
18,5,9,9,0,0,776.89,741.77,739.94,748.29,753.91,778.69,741.67,740.24,748.69,753.71,777.09,741.67,739.64,748.79,753.51
18,5,9,9,0,0,774.89,741.77,739.24,748.09,753.91,781.09,741.67,741.24,748.79,753.91,775.39,741.67,738.94,748.09,753.51
18,5,9,9,9,0,772.79,741.87,738.24,746.79,753.81,778.99,741.67,740.54,746.49,753.91,773.79,741.67,738.34,748.29,753.51
8,5,7,7,0,0,776.29,741.87,739.24,747.49,753.81,776.89,741.77,739.94,748.29,753.91,776.19,741.67,739.34,748.49,753.61
8,5,7,7,0,0,779.79,741.87,740.24,748.09,753.81,774.89,741.77,739.24,748.09,753.91,778.69,741.67,740.24,748.69,753.71
8,5,7,7,0,0,783.29,741.87,741.24,748.79,753.81,772.79,741.87,738.24,746.79,753.81,781.09,741.67,741.24,748.79,753.91
18,5,9,9,9,0,781.09,741.87,740.64,747.49,753.51,776.29,741.87,739.24,747.49,753.81,778.99,741.67,740.54,746.49,753.91
18,5,9,9,9,0,778.89,741.97,740.04,748.09,753.81,779.79,741.87,740.24,748.09,753.81,776.89,741.77,739.94,748.29,753.91
18,5,9,9,9,0,776.69,741.97,739.34,748.49,753.91,783.29,741.87,741.24,748.79,753.81,774.89,741.77,739.24,748.09,753.91
18,5,9,9,9,0,774.49,741.97,738.74,747.29,753.91,781.09,741.87,740.64,747.49,753.51,772.79,741.87,738.24,746.79,753.81
18,5,9,9,9,0,772.19,741.97,740.64,746.99,753.91,778.89,741.97,740.04,748.09,753.81,776.29,741.87,739.24,747.49,753.81
8,5,6,6,0,0,775.69,741.87,741.84,748.29,754.11,776.69,741.97,739.34,748.49,753.91,779.79,741.87,740.24,748.09,753.81
8,5,6,6,0,0,779.29,741.77,743.14,749.59,754.21,774.49,741.97,738.74,747.29,753.91,783.29,741.87,741.24,748.79,753.81
18,5,9,9,9,0,778.09,741.67,743.04,748.79,754.41,772.19,741.97,740.64,746.99,753.91,781.09,741.87,740.64,747.49,753.51
18,5,9,9,9,0,776.99,741.57,742.94,747.99,754.61,775.69,741.87,741.84,748.29,754.11,778.89,741.97,740.04,748.09,753.81
18,5,9,9,9,0,775.79,741.37,742.74,748.09,754.71,779.29,741.77,743.14,749.59,754.21,776.69,741.97,739.34,748.49,753.91
18,5,9,9,9,0,774.69,741.37,742.54,747.09,754.91,778.09,741.67,743.04,748.79,754.41,774.49,741.97,738.74,747.29,753.91
